,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,매출액증가율,유형자산증가율,재고자산증가율,비유동자산증가율,유동자산증가율,자기자본증가율,총자본증가율,순이익증가율,매출액총이익률,매출액순이익률,자기자본순이익률,총자본사업이익률,총자본순이익률,1주당매출액,1주당순이익,유동비율,당좌비율,현금비율,순운전자본비율,부채비율,이자보상배율이자비용,비유동비율,유동자산구성비율,자기자본구성비율,자기자본배율,총자본회전률,자기자본회전률,비유동자산회전률,재고자산회전률,매출채권회전률,매입채무회전률,매입채무회전기간,재고자산회전기간,매출채권회전기간,1회전기간,운전자본회전률,순운전자본회전률,유형자산회전율,유동자산회전률,당좌자산회전률,부가가치,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,label
664,(주)에스피지,58610,2014-12-01,2002-07-23,,5,  전기장비 제조업,16.84,4.37,22.03,9.47,15.94,17.84,13.5,11.37,19.34,3.37,6.75,6.35,3.27,8348.24,310.0,147.75,87.58,13.76,20.58,102.82,5.08,73.67,63.68,49.3,900.64,0.97,2.01,2.63,3.87,3.55,6.2,58.91,94.21,102.78,0.01,0.81,0.91,3.24,1.54,2.56,29636.73,20.05,69.82,296.47,21.94,59.76,40.24,15.35,0
665,(주)에쎈테크,43340,2012-12-01,2000-08-29,,5,  기타 기계 및 장비 제조업,-17.71,-8.5,-54.16,-11.98,-41.12,-28.43,-32.15,0.0,27.74,4.95,13.33,14.97,9.61,11108.8,561.0,254.5,145.17,84.45,34.14,38.66,0.34,60.69,56.23,72.12,825.88,1.94,2.69,4.43,8.03,16.45,1624.69,0.22,45.45,22.19,0.01,0.0,2.48,8.56,3.45,6.05,13968.87,28.99,127.9,536.87,14.94,44.82,55.18,33.16,0
666,(주)에쎈테크,43340,2013-12-01,2000-08-29,,5,  기타 기계 및 장비 제조업,11.69,-1.26,-6.19,-0.02,0.74,6.32,0.44,0.0,19.55,2.0,6.72,4.98,4.13,9791.95,196.0,246.37,241.12,124.56,42.12,64.17,1.57,47.79,70.89,60.91,597.9,2.07,3.37,7.51,37.44,10.3,8.86,41.2,9.75,35.42,0.25,0.03,2.04,45.99,2.86,3.1,13294.66,34.1,829.37,14374.16,17.09,61.72,38.28,11.67,0
667,(주)에쎈테크,43340,2014-12-01,2000-08-29,,5,  기타 기계 및 장비 제조업,-2.35,4.29,-4.83,3.5,-8.69,6.82,-3.84,-9.9,14.7,2.65,12.85,7.61,6.68,14980.62,397.0,157.81,156.17,81.95,28.51,115.89,1.95,47.89,77.82,46.32,671.44,2.53,4.86,10.15,233.24,11.79,7.28,50.11,1.56,30.96,0.0,0.0,2.17,89.84,3.36,3.41,18345.4,29.97,1512.12,27516.31,14.5,62.77,37.23,18.25,0
668,(주)에이스테크놀로지,88800,2012-12-01,2006-03-27,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.54,-2.04,-21.16,-5.25,-4.72,-18.93,-5.01,0.0,12.64,-7.51,-21.02,-2.67,-6.04,14494.81,-1335.0,87.98,64.05,8.43,-6.07,243.78,-1.2,191.13,44.4,29.09,957.79,0.8,2.54,1.45,6.03,4.98,5.23,69.84,60.55,73.25,0.02,0.17,0.86,2.65,1.81,2.6,39699.2,11.49,37.35,165.35,13.91,85.08,14.92,-53.95,0
669,(주)에이스테크놀로지,88800,2013-12-01,2006-03-27,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",10.61,-5.68,21.12,-1.87,16.9,10.73,6.46,0.0,22.95,3.3,10.11,5.72,2.92,16032.14,522.0,81.09,58.24,11.61,-11.37,230.54,2.37,169.38,48.76,30.25,1005.92,0.88,2.98,1.66,6.84,4.55,5.21,70.07,53.36,80.29,0.02,0.16,0.87,3.04,1.9,2.62,78593.88,21.37,79.58,404.67,24.9,50.59,49.41,13.24,0
670,(주)에이스테크놀로지,88800,2014-12-01,2006-03-27,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",35.45,2.03,26.93,1.67,31.95,11.78,16.44,15.36,20.64,2.85,10.43,6.36,3.06,18790.18,529.0,99.29,72.37,9.09,-0.4,244.3,3.09,154.06,55.25,29.04,1036.24,1.07,3.63,2.25,7.45,4.16,5.05,72.27,48.97,87.69,0.02,0.15,0.98,4.2,2.06,2.84,90915.74,21.23,89.06,511.39,21.27,52.75,47.25,13.39,0
671,(주)에이제이에스,13340,2013-12-01,1989-09-06,2014-09-02,4,  금속가공제품 제조업; 기계 및 가구 제외,-20.78,-18.1,-65.82,-19.25,-60.19,-99.85,-48.77,0.0,0.0,-255.29,-26.08,-19.68,-24.59,41.69,-109.0,5114.88,5114.88,756.45,81.1,2.64,-18.03,17.74,82.71,97.43,363.51,0.1,0.1,0.54,0.0,7.7,0.0,0.0,0.0,47.39,0.02,0.13,0.11,2.57,0.12,0.12,567.07,2.0,193.18,525.76,17.89,1493.39,-1393.39,-1426.87,1
672,(주)에이치비테크놀러지,78150,2012-12-01,2004-12-08,,5,  기타 기계 및 장비 제조업,-33.78,214.0,-51.63,57.25,-0.78,-15.39,33.46,0.0,9.43,3.04,2.22,2.36,1.53,1013.54,38.0,92.85,55.73,0.32,-1.59,50.85,3.79,119.71,20.64,66.29,306.05,0.5,0.73,0.65,5.5,7.72,8.05,45.36,66.34,47.25,0.01,0.19,1.15,1.76,2.22,3.72,5758.22,7.7,24.4,755.39,17.54,61.46,38.54,17.32,0
673,(주)에이치비테크놀러지,78150,2013-12-01,2004-12-08,,5,  기타 기계 및 장비 제조업,332.76,67.25,4677.45,109.7,109.64,502.47,109.68,0.0,12.73,5.01,3.06,3.11,1.92,949.26,51.0,58.98,35.44,0.86,-11.75,67.89,13.98,139.53,16.89,59.56,315.57,0.38,0.61,0.47,5.14,7.18,13.61,26.82,70.97,50.81,0.01,0.0,0.86,1.04,2.05,3.42,7265.26,8.47,20.47,703.34,23.63,53.66,46.34,21.2,0
674,(주)에이치비테크놀러지,78150,2014-12-01,2004-12-08,,5,  기타 기계 및 장비 제조업,-7.6,-8.5,23.22,-8.44,-3.98,2.56,-7.08,-93.76,11.53,9.67,9.22,4.35,5.39,1569.45,162.0,74.22,47.38,1.41,-7.49,73.81,2.52,136.34,21.55,57.53,343.47,0.56,0.95,0.69,7.63,8.05,18.11,20.15,47.83,45.36,0.01,0.0,1.16,1.36,2.88,4.62,10887.7,11.26,28.37,789.64,21.42,50.5,49.5,45.16,0
675,(주)에이치알에스,36640,2012-12-01,2000-05-30,,5,  화학물질 및 화학제품 제조업; 의약품 제외,5.65,-3.38,29.78,2.25,0.37,1.98,1.32,-32.95,19.4,5.79,5.66,5.85,4.86,3737.96,218.0,551.43,289.08,77.04,40.1,16.19,270.75,59.27,48.99,86.07,772.09,0.84,0.98,1.65,4.04,4.57,13.88,26.3,90.36,79.89,0.01,0.0,1.44,2.0,1.7,2.95,15177.87,20.69,51.46,253.04,24.83,56.42,43.58,23.33,0
676,(주)에이치알에스,36640,2013-12-01,2000-05-30,,5,  화학물질 및 화학제품 제조업; 의약품 제외,-7.63,20.02,-12.31,23.96,-2.33,2.49,11.08,-33.46,18.65,4.17,3.69,3.8,3.04,3452.61,147.0,480.01,274.97,105.16,34.1,25.92,122.97,71.69,43.07,79.41,791.33,0.73,0.88,1.35,3.52,4.36,14.15,25.8,103.71,83.77,0.01,0.0,1.33,1.71,1.59,2.9,13867.13,17.02,48.95,260.84,24.56,62.14,37.86,16.99,0
677,(주)에이치알에스,36640,2014-12-01,2000-05-30,,5,  화학물질 및 화학제품 제조업; 의약품 제외,1.61,4.76,-8.12,3.32,6.6,5.54,4.73,100.57,22.27,8.24,7.1,6.24,5.66,3508.03,295.0,453.47,286.52,94.48,34.17,24.96,323.69,70.18,43.84,80.03,835.16,0.69,0.86,1.22,3.99,4.53,16.18,22.56,91.5,80.63,0.01,0.0,1.3,1.56,1.58,2.62,15916.38,18.65,56.36,265.14,27.74,52.96,47.04,29.69,0
678,(주)에이치케이,44780,2012-12-01,2000-09-07,,5,  기타 기계 및 장비 제조업,3.31,0.5,34.75,0.65,12.48,20.93,8.64,37.65,25.04,10.53,19.18,14.03,11.56,3480.17,360.0,200.04,111.65,4.1,34.96,61.03,12.97,48.45,69.91,62.1,409.12,1.1,1.86,3.51,3.92,3.11,10.83,33.71,93.21,117.34,0.01,0.0,1.04,3.87,1.6,2.69,13167.92,22.04,81.19,974679.52,20.92,30.89,69.11,50.36,0
679,(주)에이치케이,44780,2013-12-01,2000-09-07,,5,  기타 기계 및 장비 제조업,-17.28,15.43,34.75,13.08,8.21,10.65,9.67,-35.34,24.14,8.08,10.77,7.71,6.72,2861.4,231.0,210.67,94.75,6.62,36.24,59.61,10.9,49.52,68.98,62.65,450.81,0.83,1.33,2.72,2.4,2.76,8.4,43.45,151.85,132.07,0.0,0.0,0.81,2.97,1.2,2.39,10621.8,16.21,65.76,1144591.04,20.4,39.84,60.16,39.63,0
680,(주)에이치케이,44780,2014-12-01,2000-09-07,,5,  기타 기계 및 장비 제조업,5.69,55.27,6.88,51.26,6.83,7.6,20.61,-31.65,19.65,5.23,6.75,3.08,3.98,2999.15,157.0,254.91,114.57,15.02,37.13,78.92,3.79,69.61,61.09,55.89,479.92,0.76,1.29,2.16,2.14,3.22,12.17,29.98,170.61,113.2,0.0,0.0,0.82,2.29,1.18,2.62,8863.86,11.22,51.68,864.59,16.11,55.54,44.46,32.46,0
681,(주)에이텍,45660,2012-12-01,2001-05-24,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6.23,-16.77,17.99,19.28,-20.36,11.73,-0.73,34.18,8.47,-7.62,-6.26,-3.09,-4.19,1576.32,-121.0,137.55,116.42,51.59,11.96,46.8,39.43,82.51,43.8,68.12,391.3,0.55,0.82,1.28,5.89,3.3,10.41,35.06,61.96,110.55,0.01,0.0,0.67,2.99,0.97,1.15,4197.87,9.29,53.18,69964510.0,17.42,134.31,-34.31,-43.78,0
682,(주)에이텍,45660,2013-12-01,2001-05-24,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",21.44,0.84,-15.81,5.43,28.56,9.85,14.79,-8.71,-6.69,-48.26,-16.09,-3.28,-10.03,484.35,-227.0,98.55,64.29,2.36,-0.29,71.44,175.37,137.6,19.74,58.33,209.45,0.21,0.33,0.3,3.05,3.47,5.68,64.25,119.58,105.06,0.01,1.18,0.38,0.82,0.7,0.91,-1804.35,-2.76,-23.45,-495.37,-15.72,0.0,0.0,0.0,0
683,(주)에이텍,45660,2014-12-01,2001-05-24,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",24.51,-0.12,57.2,-1.2,31.28,8.66,13.53,1.85,-13.43,-103.55,-71.56,-13.35,-34.23,352.0,-551.0,76.38,69.61,8.44,-13.05,154.1,841.01,146.85,42.21,39.35,91.78,0.33,0.69,0.49,6.44,8.9,9.27,39.37,56.71,41.0,0.02,0.16,0.46,1.73,1.03,1.22,-14548.12,-18.01,-184.37,-4506.15,-60.27,0.0,0.0,0.0,0
684,(주)에이티세미콘,89530,2014-12-01,2011-11-11,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.83,-27.59,32.85,-25.34,19.34,-31.51,-18.94,0.0,14.41,12.8,21.08,17.44,15.38,6150.09,819.0,193.01,193.01,7.99,22.47,41.11,1.19,75.31,46.63,70.86,144.86,1.2,1.65,2.04,0.0,10.32,0.0,0.0,0.0,35.35,0.03,0.1,1.9,19.07,2.93,2.93,79346.36,97.96,2975.19,13681.52,81.4,83.33,16.67,15.72,1
685,(주)에이프로젠헬스케어앤게임즈,109960,2012-12-01,2009-11-13,,5,  도매 및 상품 중개업,-16.34,-20.07,2.14,25.13,-33.22,-9.08,-22.02,0.0,16.79,-20.95,-87.26,8.01,-21.81,7105.65,-1670.0,52.09,34.23,0.06,-32.78,303.21,-3.23,259.48,35.65,24.8,345.25,1.04,4.16,1.62,10.21,12.07,7.86,46.45,35.75,30.24,0.05,0.07,1.03,3.01,2.92,4.09,-17212.65,-20.61,-50.44,-16137.26,-20.19,0.0,0.0,0.0,0
686,(주)에이프로젠헬스케어앤게임즈,109960,2013-12-01,2009-11-13,,5,  도매 및 상품 중개업,-4.39,-0.59,-44.93,-21.71,-19.69,-44.88,-20.31,0.0,15.88,-17.72,-83.33,-18.74,-30.29,5455.54,-1010.0,118.81,85.41,28.01,11.04,175.09,-10.42,83.29,69.72,36.35,232.0,1.71,4.7,5.65,8.72,6.58,15.44,23.64,41.85,55.49,0.01,0.0,1.33,27.98,2.45,3.41,481.91,3.98,65.12,157.53,2.33,611.37,-511.37,-761.18,0
687,(주)에이프로젠헬스케어앤게임즈,109960,2014-12-01,2009-11-13,,5,  도매 및 상품 중개업,-34.95,-19.25,-22.0,-18.59,-22.22,-3.71,-21.12,0.0,15.83,-21.49,-64.43,-0.39,-18.11,3472.43,-760.0,50.33,30.3,20.01,-29.3,178.02,2.01,195.48,29.69,35.97,209.81,0.84,3.0,1.2,6.58,24.38,5.66,64.48,55.43,14.97,0.17,0.04,0.89,1.41,2.81,4.89,-2540.51,-4.62,-7.17,-7466.61,-5.25,0.0,0.0,0.0,0
688,(주)에코프로,86520,2012-12-01,2007-07-20,,5,  전문 서비스업,-8.97,9.93,1.6,11.09,-15.12,2.79,0.57,-18.52,17.2,-39.45,-45.98,-0.86,-22.66,351.59,-139.0,168.07,146.98,2.02,21.57,54.63,1.03,72.26,53.27,64.67,213.14,0.57,1.17,0.97,7.89,2.08,4.15,88.03,46.24,175.16,0.01,0.17,0.67,1.74,1.4,1.7,-2593.3,-13.09,-309.8,-365.82,-15.85,0.0,0.0,0.0,0
689,(주)에코프로,86520,2013-12-01,2007-07-20,,5,  전문 서비스업,-25.3,9.38,-9.88,8.77,-10.34,0.5,2.3,0.0,16.59,-11.82,-16.56,1.89,-8.94,300.8,-35.0,96.52,72.88,14.87,-1.57,115.35,0.27,121.45,43.6,46.44,191.17,0.76,1.4,1.44,8.38,2.85,3.18,114.88,43.54,127.85,0.02,0.12,0.87,25.57,1.59,1.96,42.24,0.15,8.92,10.18,0.23,3641.79,-3541.79,-5056.82,0
690,(주)에코프로,86520,2014-12-01,2007-07-20,,5,  전문 서비스업,39.68,0.1,8.34,3.85,10.33,2.61,5.77,0.0,17.46,-47.72,-39.94,-8.11,-18.71,589.72,-365.0,77.54,62.09,13.51,-8.92,85.26,1.38,128.24,30.78,53.98,160.52,0.39,0.84,0.59,4.75,4.19,5.17,70.53,76.81,87.12,0.01,0.27,0.5,2.59,1.19,1.58,359.16,1.08,7.42,135.56,2.73,907.49,-807.49,-1750.99,0
691,(주)에프알텍,73540,2012-12-01,2007-05-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",489.09,23.41,674.65,12.72,133.2,42.76,86.0,0.0,0.0,8.15,17.17,17.31,9.6,8343.48,1106.0,91.08,89.14,4.11,-2.66,74.21,44552.04,126.88,27.17,57.4,1740.33,1.18,2.11,1.82,166.21,35.25,0.0,0.0,2.2,10.35,0.08,0.0,1.77,3.12,3.33,3.4,21177.13,33.06,66.11,520.6,39.05,44.32,55.68,20.88,0
692,(주)에프알텍,73540,2013-12-01,2007-05-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-29.83,92.32,-91.81,71.62,11.83,27.12,26.03,-10.82,0.0,10.51,16.16,11.88,9.64,3350.07,355.0,85.31,82.64,18.4,-3.49,62.31,1895.07,129.37,20.29,61.61,469.89,0.92,1.54,1.2,150.6,25.13,0.0,0.0,2.42,14.53,0.06,0.01,1.83,2.25,3.89,4.0,27366.94,38.54,118.89,410.12,44.2,41.0,59.0,23.78,0
693,(주)에프알텍,73540,2014-12-01,2007-05-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-41.92,18.53,215.65,14.7,-23.97,6.6,-11.46,-67.44,28.93,8.14,6.44,5.54,5.06,2832.04,234.0,429.29,414.14,111.7,44.57,26.08,84.13,52.81,58.11,79.32,721.9,0.62,0.78,1.48,30.33,4.61,6.29,57.98,12.03,79.19,0.03,0.03,0.87,1.8,1.07,1.11,7946.19,15.31,49.78,8099.43,24.61,60.71,39.29,33.07,0
694,(주)에프에스티,36810,2013-12-01,2000-01-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1.89,6.81,-12.26,2.2,2.04,6.27,2.14,110.51,31.53,3.65,5.7,5.61,2.54,4755.94,0.0,102.15,77.93,19.22,0.74,124.27,2.68,144.99,35.35,44.59,609.86,0.7,1.56,1.08,8.3,3.84,12.48,29.25,43.98,95.08,0.01,0.0,0.99,1.42,1.97,2.58,22666.15,23.74,54.91,141.1,34.14,56.96,43.04,10.7,0
695,(주)에프에스티,36810,2014-12-01,2000-01-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.64,4.57,-11.26,-7.05,6.44,8.98,-2.28,14.0,36.61,4.14,6.22,5.87,2.93,4640.55,223.0,103.39,82.96,31.13,1.26,101.1,3.43,123.66,38.51,49.73,644.41,0.71,1.5,1.12,8.85,4.05,13.97,26.14,41.25,90.1,0.01,0.0,0.97,1.4,1.92,2.45,22695.41,24.33,55.7,155.28,33.97,54.83,45.17,12.18,0
696,(주)엑사이엔씨,54940,2012-12-01,2001-12-13,,5,  전문직별 공사업,-23.57,-0.32,8.25,-1.39,-20.15,-5.18,-12.68,0.0,12.7,-1.86,-7.99,1.0,-2.63,5579.12,-136.0,115.84,95.1,18.78,7.52,105.46,0.44,92.45,55.0,48.67,339.2,1.41,2.9,3.14,14.33,6.65,8.65,42.18,25.46,54.9,0.03,0.08,1.38,3.77,2.57,3.13,31514.37,31.16,84.42,506.44,22.08,96.1,3.9,-8.43,0
697,(주)엑사이엔씨,54940,2013-12-01,2001-12-13,,5,  전문직별 공사업,-2.3,-2.49,-7.66,-2.88,-8.5,-3.15,-5.97,0.0,15.81,-1.23,-5.82,3.44,-1.75,5450.88,-96.0,115.25,94.43,19.77,7.08,99.46,2.9,92.71,53.52,50.14,320.4,1.42,2.88,3.11,14.56,6.16,8.5,42.95,25.06,59.3,0.02,0.08,1.4,3.73,2.62,3.19,30862.95,32.46,85.5,530.17,22.13,92.45,7.55,-5.56,0
698,(주)엑사이엔씨,54940,2014-12-01,2001-12-13,,5,  전문직별 공사업,19.41,3.85,53.9,2.58,27.2,33.35,15.75,0.0,19.6,5.77,15.84,12.6,9.36,5020.57,273.0,150.37,117.49,24.39,19.7,73.13,12.2,71.31,58.81,57.76,330.37,1.62,2.99,3.72,14.27,6.11,8.6,42.46,25.59,59.73,0.02,0.08,1.64,4.43,2.88,3.61,37628.34,34.18,100.12,660.44,22.59,57.65,42.35,25.53,0
699,(주)엑서지21,43090,2012-12-01,2001-10-11,,5,  도매 및 상품 중개업,15.34,-53.69,21.81,-55.13,-15.09,-39.77,-38.43,0.0,19.87,-27.05,-48.77,4.41,-19.89,1156.91,0.0,99.82,78.64,0.68,-0.1,153.22,1.61,107.54,57.53,39.49,96.22,0.74,1.84,1.41,8.68,2.77,7.15,51.02,42.06,131.84,0.01,0.23,0.7,1.72,1.54,1.87,-77.89,-0.33,-0.94,-141.71,-0.35,0.0,0.0,0.0,0
700,(주)엑서지21,43090,2013-12-01,2001-10-11,,5,  도매 및 상품 중개업,-4.93,-21.26,-33.88,-15.16,-11.48,1.65,-13.04,0.0,19.41,0.7,1.74,2.78,0.69,1099.85,0.0,115.82,97.46,21.82,8.0,116.64,1.6,89.76,58.57,46.16,97.93,0.98,2.3,2.34,9.04,2.97,8.34,43.76,40.36,122.85,0.01,0.27,0.87,2.9,1.69,2.08,2801.05,13.78,42.96,7904.52,13.07,79.11,20.89,5.39,0
701,(주)엑서지21,43090,2014-12-01,2001-10-11,,5,  도매 및 상품 중개업,-3.55,-96.85,-17.71,-37.19,42.42,-1.17,9.44,0.0,19.38,-7.82,-17.03,-7.31,-7.6,1048.24,0.0,163.59,148.61,54.8,29.63,139.89,-3.28,57.04,76.22,41.69,94.34,0.97,2.22,3.02,12.02,3.16,8.44,43.27,30.36,115.5,0.01,0.15,0.84,6.15,1.43,1.63,1039.07,4.67,506.69,1109.52,5.03,262.85,-162.85,-155.62,0
702,(주)엔에스엔,31860,2012-12-01,1997-01-07,,5,  도매 및 상품 중개업,37.72,47.22,-34.55,13.32,15.87,-9.54,14.69,0.0,9.32,-3.34,-21.22,2.48,-5.33,23675.58,-465.0,145.15,123.19,33.73,16.87,91.29,1.29,87.51,54.25,52.28,78.25,1.6,2.72,3.47,14.41,18.43,23.13,15.78,25.32,19.8,0.03,0.1,1.86,5.67,2.96,3.72,44574.34,22.71,98.09,188.25,15.19,49.26,50.74,-21.97,0
703,(주)엔에스엔,31860,2013-12-01,1997-01-07,,5,  도매 및 상품 중개업,-98.09,-96.02,-90.99,-66.91,-94.56,-76.12,-81.91,0.0,7.1,-49.83,-11.44,-2.13,-2.41,428.44,-214.0,59.63,44.7,16.78,-11.05,44.9,-3.95,121.25,16.32,69.01,73.27,0.05,0.09,0.09,0.64,0.34,0.44,837.28,572.38,1079.57,0.0,1.85,0.06,0.17,0.1,0.12,-51.46,-0.14,-2.1,-386.89,-0.92,0.0,0.0,0.0,0
704,(주)엔에스엔,31860,2014-12-01,1997-01-07,,5,  도매 및 상품 중개업,139.52,5.46,256.26,-10.22,97.07,20.48,7.29,0.0,23.75,12.65,6.28,1.6,4.61,1002.49,127.0,153.46,84.0,46.19,10.44,29.04,0.73,90.36,29.98,77.5,88.27,0.36,0.5,0.48,4.05,8.45,28.09,12.99,90.08,43.22,0.01,0.0,0.78,5.32,1.56,2.53,4060.9,10.66,156.87,39922.34,30.28,43.39,56.61,41.77,0
705,(주)엔에이치엔벅스,104200,2012-12-01,2009-10-06,,5,  출판업,5.99,-29.06,0.0,-2.57,-27.3,-9.18,-20.04,0.0,29.98,-7.21,-9.58,-4.28,-5.99,3724.19,-283.0,204.9,204.9,4.94,32.88,49.21,-528.05,53.37,64.23,67.02,533.47,0.83,1.33,2.58,0.0,8.3,8.19,44.57,0.0,43.98,0.0,9.22,0.81,37.47,1.23,1.23,10150.44,18.85,909.68,1524.25,20.15,99.9,0.1,-35.78,0
706,(주)엔에이치엔벅스,104200,2013-12-01,2009-10-06,,5,  출판업,14.72,-28.14,0.0,27.47,5.93,24.24,13.63,0.0,46.15,11.3,2.94,3.39,1.61,867.56,97.0,359.59,348.89,117.92,18.46,69.86,45.53,126.43,25.57,58.87,3669.9,0.14,0.26,0.18,22.06,50.97,397.32,0.92,16.54,7.16,0.04,0.0,0.43,0.25,0.63,0.64,38892.99,7.37,13.76,1246.15,54.46,42.09,57.91,20.75,0
707,(주)엔에이치엔벅스,104200,2014-12-01,2009-10-06,,5,  출판업,-5.08,-45.01,0.0,-15.27,35.41,18.15,15.08,-4.31,46.01,-11.67,-2.23,0.67,-1.28,696.89,-81.0,69.07,65.27,13.95,-5.25,79.54,174.75,158.51,11.71,55.7,3617.21,0.11,0.19,0.13,15.61,65.68,614.1,0.59,23.38,5.56,0.04,0.0,0.36,0.2,0.59,0.62,26494.64,4.79,8.81,412.04,44.8,78.6,21.4,-26.04,0
708,(주)엔이능률,53290,2012-12-01,2002-12-10,,5,  출판업,8.67,2.72,51.75,46.27,-34.79,-16.58,-13.77,-98.38,56.19,0.14,0.18,3.59,0.13,4477.63,7.0,253.69,186.52,18.05,33.94,33.77,3452.75,58.82,56.03,74.76,649.93,0.95,1.25,2.78,8.37,3.21,12.21,29.89,43.59,113.64,0.01,0.0,1.09,18.14,1.45,1.76,22174.48,44.18,767.74,0.0,42.88,87.1,12.9,0.33,0
709,(주)엔이능률,53290,2013-12-01,2002-12-10,,5,  출판업,7.56,-14.33,-25.85,5.15,23.56,11.05,15.47,6084.42,64.64,8.04,11.29,12.07,8.27,4816.06,462.0,236.65,199.05,51.9,34.62,39.1,44552.04,55.7,59.96,71.89,721.69,1.03,1.4,2.46,8.58,2.92,11.9,30.67,42.54,125.15,0.01,0.0,1.26,20.74,1.77,2.23,23985.53,41.39,969.31,0.0,43.12,60.27,39.73,18.64,0
710,(주)엔이능률,53290,2014-12-01,2002-12-10,,5,  출판업,-4.87,0.84,27.04,-13.14,15.96,3.63,4.3,-37.12,68.47,5.31,6.63,14.66,4.75,4581.71,291.0,262.5,216.81,51.93,41.26,40.0,44552.04,46.69,66.65,71.43,747.86,0.89,1.25,2.44,8.44,2.31,10.73,34.03,43.23,158.05,0.01,38.57,1.01,21.3,1.41,1.69,22734.13,37.61,911.09,0.0,42.96,61.52,38.48,12.37,0
711,(주)엔텔스,69410,2012-12-01,2007-06-20,,5,  출판업,17.42,118.89,0.0,18.13,34.99,33.61,32.32,18.55,31.04,12.46,19.27,16.02,13.32,7825.87,1075.0,285.6,285.6,63.03,55.79,44.75,44552.04,20.48,85.85,69.09,1011.86,1.07,1.55,7.55,0.0,2.86,5.18,70.4,0.0,127.58,0.02,0.0,0.92,87.07,1.24,1.24,19726.12,39.04,3181.18,16649.04,36.53,57.24,42.76,34.11,0
712,(주)엔텔스,69410,2013-12-01,2007-06-20,,5,  출판업,12.95,45.93,0.0,24.48,23.85,17.37,23.94,5.12,29.8,11.6,18.64,15.35,12.5,8839.3,1043.0,250.05,250.05,82.93,51.48,52.86,44552.04,21.72,85.79,65.42,1187.57,1.08,1.61,7.6,0.0,3.12,5.95,61.37,0.0,116.84,0.02,0.0,0.91,79.98,1.26,1.26,22323.33,35.65,2466.88,17771.8,36.61,58.81,41.19,31.68,0
713,(주)엔텔스,69410,2014-12-01,2007-06-20,,5,  출판업,5.67,222.77,0.0,203.35,-40.35,10.64,-5.71,-29.32,25.43,7.76,11.59,7.82,8.22,9340.09,737.0,237.12,237.12,93.35,31.39,30.27,230.42,59.56,54.28,76.77,1313.89,1.06,1.49,3.59,0.0,4.05,6.89,52.96,0.0,90.13,0.03,0.0,1.07,33.69,1.5,1.5,22849.08,38.7,782.28,9700.39,35.46,69.57,30.43,21.88,0
714,(주)엔피케이,48830,2012-12-01,2000-10-12,,5,  화학물질 및 화학제품 제조업; 의약품 제외,-7.9,-8.91,-1.58,-8.1,-11.02,1.05,-9.38,58.76,9.01,1.64,5.53,2.2,2.7,6782.01,123.0,181.47,128.57,17.04,19.32,81.55,2.48,103.42,43.04,55.08,441.41,1.65,2.99,2.89,13.13,7.57,14.61,24.98,27.81,48.23,0.02,0.16,2.47,3.23,3.83,5.4,14602.01,37.22,72.99,260.24,22.6,71.74,28.26,7.25,0
715,(주)엔피케이,48830,2013-12-01,2000-10-12,,5,  화학물질 및 화학제품 제조업; 의약품 제외,4.35,1.94,-1.33,2.35,19.17,6.34,9.59,77.6,10.69,3.11,9.51,3.82,5.1,7077.25,217.0,178.52,135.43,44.6,20.58,87.1,6.93,99.54,46.8,53.45,470.19,1.64,3.02,2.98,13.79,8.42,12.35,29.55,26.47,43.35,0.02,0.1,2.34,3.34,3.64,4.95,15327.92,35.65,75.82,263.36,22.74,69.99,30.01,13.67,0
716,(주)엔피케이,48830,2014-12-01,2000-10-12,,5,  화학물질 및 화학제품 제조업; 의약품 제외,-7.08,28.88,-2.04,28.3,25.46,33.59,26.97,-96.02,9.04,0.2,0.31,1.08,0.26,5482.74,7.0,173.27,140.62,34.18,19.55,77.83,2.14,95.6,46.24,56.23,465.04,1.28,2.33,2.4,13.03,8.84,12.26,29.78,28.01,41.3,0.03,0.1,1.76,2.68,2.76,3.5,14351.23,26.29,69.5,215.5,22.91,78.13,21.87,0.87,0
