,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,매출액증가율,유형자산증가율,재고자산증가율,비유동자산증가율,유동자산증가율,자기자본증가율,총자본증가율,순이익증가율,매출액총이익률,매출액순이익률,자기자본순이익률,총자본사업이익률,총자본순이익률,1주당매출액,1주당순이익,유동비율,당좌비율,현금비율,순운전자본비율,부채비율,이자보상배율이자비용,비유동비율,유동자산구성비율,자기자본구성비율,자기자본배율,총자본회전률,자기자본회전률,비유동자산회전률,재고자산회전률,매출채권회전률,매입채무회전률,매입채무회전기간,재고자산회전기간,매출채권회전기간,1회전기간,운전자본회전률,순운전자본회전률,유형자산회전율,유동자산회전률,당좌자산회전률,부가가치,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,label
1191,(주)코이즈,121850,2014-12-01,2012-09-27,,5,  고무 및 플라스틱제품 제조업,15.44,13.78,66.03,11.31,-18.48,-1.84,-2.68,0.0,18.01,-1.68,-1.56,0.27,-0.8,4255.37,-76.0,127.34,103.56,34.61,8.45,93.64,-0.15,117.46,39.34,51.64,907.4,0.48,0.93,0.84,8.23,4.29,22.08,16.53,44.35,85.11,0.01,0.0,0.71,0.91,1.11,1.28,10806.26,18.78,38.58,85.81,38.78,67.51,32.49,-4.32,0
1192,(주)코콤,15710,2012-12-01,1997-09-30,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2.9,2.33,2.78,14.9,9.41,4.23,12.52,2.74,25.96,4.05,5.17,5.97,3.51,4753.16,215.0,171.74,125.72,1.8,17.62,49.26,33.55,86.29,42.19,67.0,776.64,0.87,1.25,1.51,7.33,3.62,8.04,45.39,49.79,100.78,0.01,0.34,1.32,3.34,2.02,2.8,11237.36,11.02,44.75,3527.42,13.49,55.76,44.24,30.04,0
1193,(주)코콤,15710,2013-12-01,1997-09-30,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",14.3,1.11,10.05,17.87,-2.28,3.43,9.37,-7.09,24.03,3.19,4.62,4.76,2.84,5432.69,200.0,127.37,88.94,2.44,8.1,57.84,11.59,98.34,37.69,63.36,805.27,0.89,1.37,1.48,7.87,3.97,7.0,52.15,46.37,92.05,0.01,0.21,1.33,3.75,2.24,3.13,12202.2,10.94,47.79,4569.84,12.81,55.89,44.11,24.86,0
1194,(주)코콤,15710,2014-12-01,1997-09-30,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",8.72,-1.24,-0.91,-0.51,-12.56,6.97,-5.05,81.26,26.15,5.59,7.94,8.88,5.32,5906.19,362.0,290.98,191.5,26.97,22.78,40.1,17.69,91.47,34.71,71.38,861.63,0.95,1.42,1.49,8.2,4.38,8.95,40.79,44.49,83.26,0.01,0.27,1.66,4.08,2.63,3.87,17736.32,16.75,70.36,9523.68,17.13,38.47,61.53,32.62,0
1195,(주)코텍,52330,2012-12-01,2001-07-10,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1.56,-1.3,38.52,-1.15,6.43,11.21,3.76,-18.79,0.0,143.95,57.69,-2.53,51.2,9205.92,13365.0,271.77,271.77,90.91,8.73,15.86,553.79,99.85,13.82,86.31,5292.1,0.36,0.4,0.43,0.0,5.95,0.0,0.0,0.0,61.38,0.02,0.17,1.54,2.65,2.05,2.05,357975.84,67.26,628.51,0.0,231.46,16.08,83.92,62.19,0
1196,(주)코텍,52330,2013-12-01,2001-07-10,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4.23,-0.18,49.43,0.24,7.41,6.94,5.0,0.27,0.0,-109.26,-25.92,0.69,-22.57,6159.08,-6793.0,567.24,567.24,171.9,9.63,13.68,566.1,100.39,11.69,87.97,4757.12,0.21,0.24,0.24,0.0,3.97,0.0,0.0,0.0,91.9,0.01,0.25,1.25,1.91,1.61,1.61,-85422.79,-18.2,-165.33,0.0,-82.56,0.0,0.0,0.0,0
1197,(주)코텍,52330,2014-12-01,2001-07-10,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-12.35,-2.64,0.43,4.18,-3.24,0.38,-0.86,-63.54,0.0,-142.3,-21.18,3.45,-18.9,3310.64,-4767.0,585.72,585.72,283.74,11.71,10.12,1582.82,94.57,14.13,90.81,3852.67,0.13,0.15,0.15,0.0,2.16,0.0,0.0,0.0,169.35,0.01,0.46,0.89,1.12,1.04,1.04,-74915.43,-20.34,-156.89,0.0,-134.69,0.0,0.0,0.0,0
1198,(주)큐로컴,40350,2012-12-01,2002-01-10,,5,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",-14.22,-11.17,-46.36,-7.34,-2.53,-1.94,-5.01,0.0,16.46,-76.2,-10.58,-3.07,-10.79,108.38,-62.0,187.08,184.37,4.8,23.17,40.8,-3.15,70.71,49.78,71.02,117.44,0.14,0.2,0.28,14.11,3.75,7.83,46.63,25.88,97.36,0.01,0.1,0.18,41.1,0.29,0.29,-984.58,-1.71,-513.09,-2288.75,-11.75,0.0,0.0,0.0,0
1199,(주)큐로컴,40350,2013-12-01,2002-01-10,,5,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",165.36,92.69,476.85,25.19,-10.24,25.88,7.55,0.0,21.99,-28.33,-6.55,-6.03,-10.53,276.82,-39.0,321.04,291.22,27.87,28.6,20.3,-3.91,70.33,41.54,83.13,120.47,0.37,0.48,0.68,15.84,17.67,42.8,8.53,23.04,20.66,0.03,0.0,0.57,79.21,0.82,0.86,2168.95,3.5,586.58,3916.99,9.75,388.37,-288.37,-290.52,0
1200,(주)큐로컴,40350,2014-12-01,2002-01-10,,5,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",-4.02,-29.46,27.82,0.42,-2.98,-2.66,-0.99,0.0,20.45,-29.21,-7.16,-7.12,-10.11,243.63,-42.0,295.37,259.22,3.67,26.93,22.37,-13.89,72.55,40.71,81.72,112.6,0.35,0.42,0.59,7.83,12.51,12.17,29.99,46.62,29.18,0.02,0.12,0.63,67.71,0.84,0.94,1807.66,2.94,692.99,4043.8,8.47,481.61,-381.61,-345.03,0
1201,(주)큐로홀딩스,51780,2012-12-01,2001-06-26,,5,  소매업; 자동차 제외,26.57,-6.29,2.87,11.43,5.68,-21.04,10.65,0.0,28.85,-38.77,-31.72,-1.73,-8.29,873.43,-343.0,22.87,15.95,2.29,-43.91,355.61,-0.31,396.29,13.02,21.95,188.38,0.21,0.82,0.25,5.24,5.14,8.03,45.43,69.66,71.04,0.01,0.43,0.29,2.81,1.61,2.32,566.83,0.68,9.69,58.85,3.34,660.58,-560.58,-1161.0,0
1202,(주)큐로홀딩스,51780,2013-12-01,2001-06-26,,5,  소매업; 자동차 제외,-7.26,-80.1,-16.06,-3.53,-41.22,0.14,-8.44,0.0,33.6,-21.99,-18.9,0.84,-4.33,787.54,-174.0,15.23,8.65,0.59,-46.52,316.57,0.08,381.75,8.36,24.01,171.44,0.2,0.86,0.22,5.21,5.15,16.48,22.15,70.05,70.89,0.01,0.0,0.3,4.49,1.83,2.81,3728.42,4.88,320.17,594.62,23.68,57.77,42.23,-92.84,0
1203,(주)큐로홀딩스,51780,2014-12-01,2001-06-26,,5,  소매업; 자동차 제외,-16.64,-37.76,-3.91,1.7,-11.7,75.74,0.58,0.0,28.97,-23.04,-17.99,-0.1,-3.95,604.18,-140.0,14.07,7.45,1.75,-44.83,138.41,-0.02,220.91,7.34,41.95,135.03,0.17,0.52,0.19,4.85,5.33,26.94,13.55,75.2,68.47,0.01,0.0,0.28,13.89,2.18,3.97,3485.43,4.54,480.88,1041.6,26.56,44.04,55.96,-86.74,0
1204,(주)큐에스아이,66310,2012-12-01,2006-11-24,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-1.66,51.75,6.2,25.12,17.86,19.76,20.68,-53.62,21.97,7.58,4.55,5.36,4.09,3225.83,263.0,766.46,576.45,183.79,51.99,11.08,189.17,44.67,59.79,90.02,1075.75,0.54,0.6,1.34,3.64,4.98,20.13,18.13,100.2,73.24,0.01,0.0,0.8,1.95,0.9,1.2,9660.35,19.53,76.85,118.45,36.18,56.37,43.63,20.95,0
1205,(주)큐에스아이,66310,2013-12-01,2006-11-24,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-4.0,20.14,-6.37,10.81,6.73,8.37,8.37,83.84,30.04,14.51,7.71,7.76,6.94,3096.74,449.0,706.65,552.95,185.29,50.55,11.08,321.7,45.67,58.88,90.02,1165.77,0.48,0.53,1.16,3.73,5.03,25.05,14.57,97.73,72.52,0.01,0.0,0.71,1.56,0.81,1.04,12207.19,22.77,90.42,153.98,47.62,53.89,46.11,30.48,0
1206,(주)큐에스아이,66310,2014-12-01,2006-11-24,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-5.53,-0.71,31.07,-0.31,10.63,5.71,6.14,-14.38,33.56,13.15,6.42,7.11,5.77,2925.44,385.0,691.84,513.57,169.04,52.51,11.53,307.45,43.07,61.38,89.66,1232.32,0.44,0.49,1.1,3.05,4.92,22.79,16.02,119.53,74.2,0.01,0.0,0.64,1.48,0.73,0.96,12569.07,22.09,78.84,128.42,51.9,58.17,41.83,25.34,0
1207,(주)크레버스,96240,2012-12-01,2008-06-27,,5,  교육 서비스업,9.32,122.08,-45.55,57.45,-10.81,5.57,22.55,-23.55,0.0,8.47,13.08,21.36,10.97,18182.93,1471.0,181.47,179.55,64.07,16.71,42.67,27.93,89.57,37.21,70.09,2007.38,1.29,1.72,2.29,210.38,7.63,667.36,0.55,1.73,47.84,0.02,0.0,2.07,32.75,2.98,3.02,11925.72,12.4,250.7,379.46,10.56,0.0,0.0,80.29,0
1208,(주)크레버스,96240,2013-12-01,2008-06-27,,5,  교육 서비스업,10.87,128.3,253.52,14.73,47.13,-0.05,26.78,0.32,0.0,7.3,12.89,15.96,8.38,20159.58,1533.0,161.9,157.78,57.6,16.51,80.97,8.5,102.82,43.18,55.26,2124.98,1.15,1.86,1.93,145.88,6.52,421.98,0.86,2.5,55.96,0.02,0.0,1.78,16.04,2.83,2.89,59463.33,48.77,547.54,1506.31,47.47,44.02,55.98,15.37,0
1209,(주)크레버스,96240,2014-12-01,2008-06-27,,5,  교육 서비스업,4.15,38.31,19.61,16.41,-23.71,-12.9,-0.91,-51.79,0.0,6.52,6.58,10.36,7.01,20996.29,752.0,67.38,64.7,21.76,-16.09,105.87,8.97,137.42,33.25,48.58,1778.48,1.07,2.07,1.74,88.76,6.12,450.83,0.81,4.11,59.64,0.02,0.0,1.41,10.08,2.81,2.9,23575.85,19.52,156.96,644.67,18.07,0.82,99.18,36.07,0
1210,(주)크린앤사이언스,45520,2012-12-01,2000-12-05,,5,  기타 기계 및 장비 제조업,5.29,-10.15,-1.93,-7.07,-4.08,6.8,-5.31,77.83,21.1,2.66,7.31,5.01,3.14,7241.26,193.0,122.49,85.96,19.43,10.96,119.37,2.22,88.43,59.69,45.59,485.52,1.18,2.74,2.89,6.74,4.56,7.7,47.38,54.18,80.04,0.01,0.28,1.07,4.08,1.99,2.82,9311.58,23.95,85.37,264.94,19.78,62.62,37.38,13.47,0
1211,(주)크린앤사이언스,45520,2013-12-01,2000-12-05,,5,  기타 기계 및 장비 제조업,15.17,-10.1,16.02,-8.35,8.9,8.05,1.95,6.26,19.39,2.46,7.23,5.73,3.4,8339.72,205.0,155.49,106.09,14.21,22.75,106.98,3.51,75.01,63.76,48.31,524.6,1.38,2.94,3.61,7.25,4.91,9.31,39.21,50.32,74.37,0.01,0.35,1.3,5.23,2.24,3.23,9508.36,23.99,96.97,337.38,17.54,63.08,36.92,14.02,0
1212,(주)크린앤사이언스,45520,2014-12-01,2000-12-05,,5,  기타 기계 및 장비 제조업,3.72,-10.15,10.08,-10.02,4.36,12.21,-0.85,63.63,20.46,3.88,10.73,7.45,5.53,8650.3,336.0,187.71,124.81,16.47,31.36,82.89,5.67,60.15,67.11,54.68,588.64,1.42,2.77,4.12,6.67,4.71,10.4,35.08,54.74,77.49,0.01,1.03,1.37,6.04,2.18,3.23,11402.99,29.02,129.43,494.84,20.28,62.88,37.12,19.13,0
1213,(주)클라우드에어,36170,2012-12-01,1999-12-21,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",222.78,110.45,301.43,105.46,28.31,21.11,55.62,14.94,10.6,10.17,11.49,1.36,6.85,1807.64,405.0,138.79,95.55,5.56,14.89,67.84,0.92,78.44,53.27,59.58,319.99,0.67,1.13,1.44,4.06,5.0,6.17,59.14,89.98,72.93,0.01,0.35,0.73,1.72,1.26,1.84,16177.43,16.55,44.0,250.03,24.58,41.3,58.7,41.37,0
1214,(주)클라우드에어,36170,2013-12-01,1999-12-21,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",15.16,-4.22,2.38,-8.92,-0.73,-6.08,-4.56,0.0,11.74,-0.3,-0.4,2.91,-0.24,2277.34,-8.0,140.26,95.19,12.59,15.9,70.57,2.04,76.07,55.4,58.63,379.93,0.79,1.34,1.74,4.62,5.83,7.17,50.88,79.06,62.64,0.01,0.31,0.85,2.02,1.46,2.14,11584.74,12.42,31.57,175.7,15.29,71.97,28.03,-1.97,0
1215,(주)클라우드에어,36170,2014-12-01,1999-12-21,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-2.38,-5.8,-24.58,-0.31,6.41,6.17,3.42,0.0,5.37,0.39,0.51,-1.42,0.3,2461.21,10.0,151.98,117.37,14.54,19.5,66.14,-1.41,71.43,57.01,60.19,386.43,0.78,1.31,1.78,5.08,5.84,7.23,50.45,71.87,62.47,0.01,0.27,0.82,2.07,1.39,1.91,12214.85,12.66,35.32,227.56,16.51,64.42,35.58,2.35,0
1216,(주)키이스트,54780,2012-12-01,2003-11-14,,5,  영상ㆍ오디오 기록물 제작 및 배급업,26.47,43.71,1186.45,121.85,292.6,212.02,226.44,100.75,18.62,10.62,15.0,4.6,4.88,2391.55,281.0,199.51,196.03,45.75,36.74,61.04,44552.04,42.4,73.67,62.1,347.91,0.46,0.74,1.75,35.72,3.99,4.1,89.11,10.22,91.47,0.08,0.03,0.42,19.34,0.62,0.63,7170.93,9.97,419.58,2272.29,21.69,38.6,61.4,48.95,0
1217,(주)키이스트,54780,2013-12-01,2003-11-14,,5,  영상ㆍ오디오 기록물 제작 및 배급업,110.11,15.46,-90.01,-15.22,-32.1,-25.68,-27.66,0.0,7.26,-9.53,-13.43,-8.12,-12.72,5024.99,-39.0,195.75,195.25,80.97,33.82,56.75,-172.18,48.37,69.14,63.8,290.48,1.33,2.09,4.32,750.97,11.44,12.17,29.99,0.49,31.9,0.42,0.0,1.28,35.2,1.93,1.94,2515.08,4.83,127.46,638.65,3.62,302.95,-202.95,-263.15,0
1218,(주)키이스트,54780,2014-12-01,2003-11-14,,5,  영상ㆍ오디오 기록물 제작 및 배급업,27.91,4.75,41.69,138.64,27.87,82.17,62.05,0.0,22.37,7.49,18.45,12.27,9.76,1228.09,79.0,220.88,220.25,67.19,29.86,39.44,103.74,63.37,54.56,71.71,551.63,1.3,1.9,3.27,794.86,14.27,13.13,27.79,0.46,25.57,0.0,0.0,1.47,43.98,2.17,2.17,22694.45,26.91,1097.99,8674.95,25.54,31.63,68.37,29.33,0
1219,(주)탑엔지니어링,65130,2012-12-01,2003-01-29,,5,  기타 기계 및 장비 제조업,-58.23,31.7,-19.46,18.29,-24.99,-4.34,-3.79,-26.79,33.34,3.96,2.85,2.08,1.27,4314.54,236.0,111.3,107.86,1.62,4.04,63.91,1.36,98.73,39.76,61.01,1507.56,0.32,0.52,0.59,23.78,1.08,2.95,123.7,15.35,338.03,0.0,0.05,0.39,1.74,0.7,0.73,18525.2,9.44,63.99,611.8,28.89,73.0,27.0,13.7,0
1220,(주)탑엔지니어링,65130,2013-12-01,2003-01-29,,5,  기타 기계 및 장비 제조업,18.51,12.63,-0.22,1.94,-5.08,7.24,-0.85,4.01,25.57,3.23,2.9,2.16,1.26,5113.01,261.0,133.47,129.15,18.89,9.55,51.54,2.53,93.85,38.07,65.99,1635.61,0.39,0.61,0.64,31.62,1.75,3.5,104.35,11.54,208.64,0.01,0.03,0.55,1.71,1.0,1.03,18724.86,9.62,39.78,619.27,24.64,65.02,34.98,13.12,0
1221,(주)탑엔지니어링,65130,2014-12-01,2003-01-29,,5,  기타 기계 및 장비 제조업,36.61,-20.88,165.27,-4.03,3.71,2.44,-1.08,-23.38,24.03,2.15,2.11,2.78,1.15,6984.76,184.0,145.81,133.73,15.67,12.54,46.34,3.87,87.93,39.91,68.34,1682.44,0.54,0.8,0.88,23.68,3.51,4.01,91.07,15.42,103.9,0.04,0.04,0.8,2.46,1.38,1.46,26842.84,13.94,72.07,768.69,25.86,71.93,28.07,8.3,0
1222,(주)탑코미디어,134580,2014-12-01,2013-11-26,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",30.59,25.96,158.87,40.43,26.67,8.04,27.19,-20.5,25.14,4.22,8.83,7.85,6.4,12344.14,521.0,317.97,221.82,41.24,65.71,48.67,1304.71,6.15,95.86,67.27,1225.41,1.52,2.09,38.24,6.74,3.47,8.36,43.67,54.13,105.19,0.01,0.54,1.27,196.93,1.58,2.06,3618.8,5.3,690.44,1183.6,3.91,0.0,0.0,107.97,0
1223,(주)태광,23160,2012-12-01,1994-09-07,,5,  1차 금속 제조업,37.85,8.33,-17.47,10.44,4.55,9.81,6.37,20.42,17.41,10.36,13.26,11.34,9.9,5272.08,546.0,209.87,175.3,89.91,22.85,31.82,968.08,74.28,43.65,75.86,877.66,0.96,1.28,1.76,13.88,7.7,12.9,28.29,26.3,47.39,0.02,0.12,1.5,2.6,2.1,2.47,21610.4,31.32,92.71,284.96,34.37,55.85,44.15,30.13,0
1224,(주)태광,23160,2013-12-01,1994-09-07,,5,  1차 금속 제조업,-12.9,13.06,8.26,16.1,-1.28,7.09,4.29,-14.04,16.9,9.23,10.43,8.08,6.84,5285.93,488.0,224.43,179.52,107.33,17.76,70.54,828.54,115.91,32.04,58.64,993.71,0.74,1.13,1.17,11.02,7.5,11.85,30.79,33.12,48.66,0.02,0.15,1.38,1.65,2.02,2.47,21727.06,21.5,43.7,303.77,34.46,56.1,43.9,26.78,0
1225,(주)태광,23160,2014-12-01,1994-09-07,,5,  1차 금속 제조업,-12.63,-1.54,11.19,-3.14,1.08,-0.32,-0.43,-69.02,13.56,7.67,9.34,6.32,5.51,6174.31,478.0,143.52,109.48,52.56,9.45,68.84,269.1,116.23,31.16,59.23,1034.32,0.72,1.22,1.05,10.39,7.56,12.2,29.92,35.12,48.27,0.02,0.17,1.45,1.4,2.27,2.91,23784.97,22.84,47.61,310.04,32.3,58.69,41.31,23.76,0
1226,(주)태양,53620,2012-12-01,2001-08-07,,5,  금속가공제품 제조업; 기계 및 가구 제외,10.47,6.44,0.52,4.99,12.82,6.2,8.33,0.98,10.35,4.19,7.02,5.69,5.21,21787.48,987.0,191.05,162.43,31.13,21.18,36.15,83.92,75.65,44.44,73.45,2680.61,1.24,1.67,2.2,17.98,8.43,7.9,46.23,20.3,43.3,0.06,0.05,1.88,2.75,2.85,3.39,24770.54,15.78,36.03,181.79,13.22,46.2,53.8,31.71,0
1227,(주)태양,53620,2013-12-01,2001-08-07,,5,  금속가공제품 제조업; 기계 및 가구 제외,10.58,-0.68,7.72,-0.07,8.26,6.33,3.63,2.57,10.63,3.89,6.78,6.25,5.04,24092.41,1017.0,221.6,188.57,45.61,25.47,32.69,158.62,71.09,46.42,75.36,2850.33,1.3,1.74,2.38,19.1,8.59,7.95,45.93,19.11,42.49,0.06,0.05,1.92,2.96,2.85,3.35,26934.46,16.56,38.67,180.67,13.0,50.51,49.49,29.91,0
1228,(주)태양,53620,2014-12-01,2001-08-07,,5,  금속가공제품 제조업; 기계 및 가구 제외,-0.06,-2.7,15.99,-2.45,6.15,5.63,1.54,-5.53,10.88,3.68,6.04,5.76,4.64,24077.99,956.0,272.55,228.16,93.16,30.72,27.56,381.73,65.66,48.53,78.4,3010.74,1.26,1.64,2.41,17.04,8.66,8.85,41.25,21.42,42.16,0.04,0.06,1.89,3.01,2.66,3.15,24425.14,14.79,36.08,180.47,11.8,48.55,51.45,31.16,0
1229,(주)태웅,44490,2012-12-01,2001-11-08,,5,  금속가공제품 제조업; 기계 및 가구 제외,-12.31,-4.24,-30.73,-3.63,-16.78,1.77,-12.13,-46.11,9.04,5.21,12.13,3.95,6.06,9074.31,476.0,87.81,65.49,22.19,-5.28,107.62,1.56,128.58,38.07,48.16,828.56,1.16,2.33,1.81,10.59,8.83,7.08,51.53,34.47,41.34,0.04,0.08,1.5,2.25,3.23,4.66,28094.94,28.35,58.94,182.94,26.88,49.97,50.03,19.4,0
1230,(주)태웅,44490,2013-12-01,2001-11-08,,5,  금속가공제품 제조업; 기계 및 가구 제외,-2.7,-0.76,-2.18,-0.57,-3.31,8.28,-2.25,-28.67,14.57,9.09,25.31,13.35,13.23,12277.72,1123.0,124.08,94.82,16.25,8.67,76.99,0.72,97.89,44.69,56.5,935.16,1.45,2.78,2.48,14.4,7.8,7.49,48.75,25.34,46.81,0.04,0.07,1.79,3.06,3.52,4.66,34168.96,35.84,76.49,283.99,24.16,42.14,57.86,37.63,0
1231,(주)태웅,44490,2014-12-01,2001-11-08,,5,  금속가공제품 제조업; 기계 및 가구 제외,0.34,57.38,-25.15,50.37,-3.66,14.46,17.67,17.99,11.25,4.84,13.09,6.28,7.87,13291.83,647.0,153.29,101.41,10.36,13.86,56.8,10.47,94.29,39.86,63.77,1030.07,1.63,2.71,2.82,13.55,7.63,8.18,44.64,26.94,47.83,0.03,0.08,2.22,3.36,3.84,5.36,29201.72,31.39,62.68,280.38,19.07,50.26,49.74,25.38,0
1232,(주)태창파로스,39850,2013-12-01,2000-07-11,2015-05-19,4,  도매 및 상품 중개업,-25.4,-26.37,0.17,-0.34,-79.24,-14.95,-52.29,0.0,-20.37,-176.46,0.0,-19.19,-20.0,1579.26,-341.0,53.34,21.02,2.39,-40.29,0.0,-81.22,0.0,46.06,0.0,0.0,0.11,0.0,0.21,0.41,0.0,194.11,1.88,898.79,0.0,0.0,0.0,0.09,0.25,0.25,0.62,2117.47,14.97,52.55,59.02,132.12,119.57,-19.57,-133.56,1
1233,(주)터보테크,32420,2013-12-01,1997-04-22,2015-01-27,4,  소매업; 자동차 제외,28.12,-48.04,-19.92,-38.17,-11.77,-61.91,-31.93,0.0,45.39,-102.35,-109.69,-0.02,-35.61,187.84,-199.0,65.67,65.14,3.88,-16.01,341.64,-0.3,306.41,30.62,22.64,18.72,0.35,1.05,0.47,155.17,6.71,15.3,23.85,2.35,54.36,0.03,0.01,0.44,2.77,1.32,1.33,-8529.1,-16.75,-157.72,-171.8,-38.99,0.0,0.0,0.0,1
1234,(주)테라리소스,53320,2012-12-01,2002-01-04,2014-02-07,4,  도매 및 상품 중개업,120.11,-6.28,-69.68,-4.78,-72.51,-19.21,-26.14,0.0,3.05,-62.61,-23.23,-12.88,-19.05,62.22,-34.0,42.95,41.6,1.77,-15.59,44.07,-6.52,127.16,11.74,69.41,133.63,0.3,0.46,0.4,45.22,9.33,83.78,4.36,8.07,39.12,0.02,0.0,0.55,1.89,1.32,1.35,-6219.73,-14.84,-81.13,0.0,-41.45,0.0,0.0,0.0,1
1235,(주)테라젠이텍스,66700,2012-12-01,2004-05-27,,5,  의료용 물질 및 의약품 제조업,-17.58,8.82,-5.69,2.8,20.29,27.8,13.64,0.0,27.47,-11.33,-15.53,-6.56,-8.4,3190.58,-384.0,218.49,186.55,52.03,35.57,58.59,-5.31,54.58,65.58,63.06,486.98,0.74,1.24,2.05,7.06,1.97,5.13,71.13,51.72,185.52,0.01,0.26,0.77,2.72,1.16,1.39,8940.81,7.85,29.56,142.23,11.27,152.87,-52.87,-100.53,0
1236,(주)테라젠이텍스,66700,2013-12-01,2004-05-27,,5,  의료용 물질 및 의약품 제조업,14.38,3.3,45.29,0.12,9.5,11.0,6.27,0.0,34.6,1.6,1.89,2.52,1.24,3295.34,49.0,237.61,191.52,24.11,39.13,51.83,2.74,49.23,67.57,65.86,533.0,0.77,1.2,2.31,6.78,2.13,5.56,65.64,53.84,171.02,0.01,0.3,0.81,2.93,1.16,1.4,20019.96,16.55,63.74,274.13,22.07,74.29,25.71,7.27,0
1237,(주)테라젠이텍스,66700,2014-12-01,2004-05-27,,5,  의료용 물질 및 의약품 제조업,17.47,-0.43,-3.24,0.26,5.66,2.93,3.91,20.45,33.89,1.54,2.13,1.56,1.33,3837.28,59.0,235.54,193.7,9.24,39.54,53.29,2.44,47.96,68.71,65.24,548.36,0.86,1.32,2.71,6.83,2.21,5.82,62.72,53.41,165.42,0.01,0.31,0.89,3.4,1.27,1.56,23598.27,18.77,75.54,331.05,22.14,76.95,23.05,6.97,0
1238,(주)테스,95610,2012-12-01,2008-05-20,,5,  기타 기계 및 장비 제조업,-1.12,16.4,-15.12,18.06,29.54,1.3,23.9,-70.81,31.06,10.72,13.24,11.11,9.3,20272.86,2175.0,287.34,231.72,111.6,50.36,44.9,4.73,32.97,77.24,69.01,3441.38,0.87,1.23,3.55,5.79,11.12,12.85,28.4,63.01,32.83,0.01,0.25,0.86,11.42,1.15,1.43,28920.64,22.64,335.36,4098.15,27.84,43.03,56.97,38.51,0
1239,(주)테스,95610,2013-12-01,2008-05-20,,5,  기타 기계 및 장비 제조업,-4.69,-2.23,30.16,-12.33,-4.25,12.42,-8.03,213.05,21.66,7.43,7.76,7.39,5.44,6984.59,526.0,406.73,274.68,112.57,41.73,42.57,7.49,63.67,55.34,70.14,1338.25,0.73,1.04,1.64,4.07,6.53,6.72,54.31,89.57,55.88,0.01,0.26,1.06,3.31,1.32,1.96,16692.31,18.23,86.56,293.46,24.89,52.74,47.26,29.85,0
1240,(주)테스,95610,2014-12-01,2008-05-20,,5,  기타 기계 및 장비 제조업,63.57,4.07,-16.41,-1.84,39.01,30.74,20.77,195.66,24.69,13.36,19.89,17.94,14.5,10685.07,0.0,285.99,230.16,54.53,41.43,31.7,14.82,47.81,63.7,75.93,1634.22,1.08,1.48,2.71,7.26,13.16,11.45,31.88,50.27,27.74,0.02,0.11,1.39,5.3,1.81,2.41,30802.44,27.85,152.54,444.95,28.08,38.4,61.6,47.57,0
1241,(주)테크윙,89030,2012-12-01,2011-11-10,,5,  기타 기계 및 장비 제조업,-10.69,32.76,0.23,30.86,-14.98,8.81,0.8,-14.59,4.66,1.32,3.04,2.49,1.46,12203.43,182.0,90.96,90.0,16.6,-4.23,103.15,7.41,116.65,42.58,49.23,1099.1,1.1,2.3,1.94,117.96,6.84,20.7,17.63,3.09,53.33,0.03,0.01,1.21,4.96,2.56,2.61,50397.86,16.59,74.34,6675.16,15.18,69.92,30.08,8.7,0
1242,(주)테크윙,89030,2013-12-01,2011-11-10,,5,  기타 기계 및 장비 제조업,0.81,59.19,37.33,62.8,-4.73,12.42,25.44,-16.33,30.24,9.75,13.79,6.6,5.97,5573.23,568.0,121.6,67.85,7.65,7.47,131.23,6.02,134.07,42.02,43.25,778.96,0.61,1.42,1.06,3.3,3.84,5.58,65.38,110.68,95.17,0.01,0.65,0.8,1.32,1.46,2.61,29641.73,19.77,45.31,1742.73,32.28,52.92,47.08,30.19,0
1243,(주)테크윙,89030,2014-12-01,2011-11-10,,5,  기타 기계 및 장비 제조업,22.46,-0.35,20.35,12.39,20.33,15.41,15.73,-11.5,29.48,6.55,11.31,7.46,4.55,6507.31,506.0,98.37,54.88,5.16,-0.72,131.87,4.65,130.56,43.69,43.13,859.62,0.7,1.61,1.22,3.67,3.89,5.6,65.21,99.58,93.82,0.01,0.51,0.84,1.62,1.62,2.9,33646.95,19.4,51.8,1950.29,29.92,55.57,44.43,21.88,0
