회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,[제조]총자본증가율(IFRS연결),[제조]유형자산증가율(IFRS연결),[제조]비유동자산증가율(IFRS연결),[제조]유동자산증가율(IFRS연결),[제조]재고자산증가율(IFRS연결),[제조]자기자본증가율(IFRS연결),[제조]매출액증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본사업이익률(IFRS연결)(원),[제조]총자본순이익률(IFRS연결)(원),[제조]1주당매출액(IFRS연결),[제조]1주당순이익(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]순운전자본비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]비유동비율(IFRS연결),[제조]유동자산구성비율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]자기자본배율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결),[제조]비유동자산회전률(IFRS연결),[제조]재고자산회전률(IFRS연결),[제조]매출채권회전률(IFRS연결),[제조]매입채무회전률(IFRS연결),[제조]매입채무회전기간(IFRS연결),[제조]재고자산회전기간(IFRS연결),[제조]매출채권회전기간(IFRS연결),[제조]1회전기간(IFRS연결),[제조]운전자본회전률(IFRS연결),[제조]순운전자본회전률(IFRS연결),[제조]유형자산회전율(IFRS연결)(백만원),[제조]유동자산회전률(IFRS연결),[제조]당좌자산회전률(IFRS연결),[제조]부가가치(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결)
우리바이오(주),082850,2013/12,2005/07/29,,5,    전자부품 제조업,58.09,118.32,74.73,46.32,52.78,-4.18,65.46,0,4.52,-0.79,-5.8,2.33,-1.44,25083.46,-274,114.27,89.08,12.23,6.77,146.48,1.11,112.84,54.22,40.57,886.34,1.83,4.15,4.16,15.13,7.32,8.66,42.17,24.13,49.86,0.03,0.07,1.83,5.74,3.28,4.18,125559.66,18.06,59.19,126.66,12.08,69.01,30.99,-6.52
우리산업홀딩스(주),072470,2011/12,2003/10/28,,5,    자동차 신품 부품 제조업,14.89,11.06,9.44,17.78,26.9,18.07,22.26,27.15,15.13,2.99,13.31,7.09,4,14854.3,482,105.08,48.4,7.12,3.24,223.91,2.79,107,66.97,30.87,742.16,1.34,4.38,3.96,3.88,6.99,6.26,58.29,94.05,52.19,0.01,0.22,1.03,4.62,2.02,4.23,45132.33,28.16,98.89,258.91,22.47,55.44,44.56,13.3
우리산업홀딩스(주),072470,2012/12,2003/10/28,,5,    자동차 신품 부품 제조업,7.85,-4.69,-2.71,13.06,9.1,16.15,21.03,4.55,15.01,2.79,11.89,8.13,4.06,17557.2,439,122.92,58.94,3.88,13.09,199.82,3.2,89.34,70.2,33.35,781.95,1.46,4.54,4.65,4.02,6.43,6.72,54.31,90.88,56.79,0.01,0.27,1.13,5.44,2.13,4.52,50329.77,29.12,115.59,314.83,20.71,45.85,54.15,13.45
우리산업홀딩스(주),072470,2013/12,2003/10/28,,5,    자동차 신품 부품 제조업,14.39,11.54,11.46,15.63,9.61,29.17,19.45,100.31,16.56,4.6,19.34,9.62,7.21,18553.22,833,129.93,65.83,5.73,16.35,165.61,4.74,77.12,70.96,37.65,926.15,1.57,4.4,5.33,4.39,5.88,6.77,53.91,83.21,62.03,0.01,0.29,1.24,6.3,2.22,4.49,69439.43,35.12,151.09,380.02,23.92,37.71,62.29,19.24
우리엔터프라이즈(주),037400,2011/12,1999/12/16,,5,    전구 및 조명장치 제조업,0.3,-2.02,-1.5,8.98,24.72,5.09,11.32,519,18.27,15.55,6.5,1.28,4.67,2688.68,468,140.99,102.22,24.52,5.42,34.85,1.59,109.7,18.65,74.15,1324.37,0.3,0.41,0.37,6.49,4.33,7.28,50.17,56.23,84.23,0.01,0.28,1,1.54,1.68,2.26,10420.27,9.23,47.89,3458.05,30.76,19.68,80.32,50.54
우리엔터프라이즈(주),037400,2012/12,1999/12/16,,5,    전구 및 조명장치 제조업,20.16,134.18,28.46,-16.08,-21.75,25.88,-13.98,-95.24,20.67,1.56,0.27,1.54,0.37,1223.73,11,168.44,125.26,47.25,5.29,28.57,6.47,111.82,13.03,77.78,882.08,0.23,0.31,0.28,5.64,4.17,7.38,49.43,64.66,87.48,0.01,0.41,0.91,0.8,1.5,2.05,3186.31,2.35,6.26,1225.64,10.93,63.74,36.26,14.25
우리엔터프라이즈(주),037400,2013/12,1999/12/16,,5,    전구 및 조명장치 제조업,460.31,489.2,211.03,2124.3,1883.33,-4.9,3538.78,0,4.96,-0.73,-3.36,3.17,-1.72,44528.9,-162,115.46,89.07,12.61,6.93,139.69,1.18,115.72,51.72,41.72,838.83,2.37,5.02,4.37,22.46,11.83,11.51,31.71,16.25,30.86,0.06,0.04,2.78,6.04,5.16,6.7,130233.17,17.13,49.35,129.78,12.28,68.75,31.25,-5.92
우리이앤엘(주),153490,2013/12,2013/02/05,,5,    반도체 제조업,-7.72,-30.31,18.04,-15.19,-24.12,52.95,-49.68,0,2.14,-3.02,-10.11,-1.78,-2.77,6819.9,-248,157.09,127.54,16.01,25.89,189.62,-0.72,83.27,71.25,34.53,577.25,0.92,3.35,3.61,6.16,2.03,3.51,104.03,59.22,179.66,0.01,0.21,0.71,4.99,1.23,1.54,27759.97,10.38,69.19,83.16,10.84,52.35,47.65,-27.82
우림피티에스(주),101170,2011/12,2009/04/28,,5,    일반 목적용 기계 제조업,12.41,44.04,41.96,-15.13,10.46,12.1,39.29,16.79,21.7,13.47,13.69,13.02,10.4,7780.25,1074,205.2,167.01,65.92,20.03,31.73,34.92,80.26,39.07,75.91,1618.83,0.77,1.02,1.41,10.53,4.04,6.56,55.65,34.65,90.35,0.01,0.12,1.2,1.58,1.71,2.05,20405.93,21.26,44.12,103.39,29.14,26.52,73.48,46.22
우림피티에스(주),101170,2012/12,2009/04/28,,5,    일반 목적용 기계 제조업,-1.96,14.92,13.14,-25.51,12.43,8.86,-24.7,-46.35,21.45,9.6,6.65,6.17,5.33,5858.78,565,272.21,195.75,74.84,18.78,18.63,16.5,83.41,29.69,84.3,1762.31,0.55,0.69,0.85,7.11,3.71,7.12,51.26,51.31,98.26,0.01,0.27,1.12,0.94,1.61,2.08,15947.5,16.95,26.99,61.45,30.24,36.41,63.59,31.73
우림피티에스(주),101170,2013/12,2009/04/28,,5,    일반 목적용 기계 제조업,2.96,-1.35,-1.08,12.54,1.11,1.34,8.11,-68.46,17.24,2.8,2,3.99,1.67,4222.72,118,240.09,179.49,89,18.93,20.53,10.12,81.42,32.45,82.97,1190.6,0.6,0.71,0.87,7.23,5.4,9.03,40.43,50.51,67.58,0.01,0.28,1.38,0.96,1.92,2.62,15451.84,15.95,26.8,63.47,27.11,44.88,55.12,10.33
우수AMS(주),066590,2011/12,2003/02/12,,5,    자동차 신품 부품 제조업,0.68,-4.15,-13.07,16.2,-9.55,-0.91,25.35,-75.88,6.79,0.53,3.99,3.23,0.81,12611.96,69,72.06,58.6,24.79,-21.03,395.35,1.91,226.78,54.22,20.19,331.39,1.54,7.58,3.12,14.41,9.16,3.5,104.35,25.32,39.86,0,0.05,1.22,3.33,3.05,3.86,18167.29,13.84,39.68,109.8,9.01,59.75,40.25,5.85
우수AMS(주),066590,2012/12,2003/02/12,,5,    자동차 신품 부품 제조업,-3.39,-1.76,9.85,-14.56,18,-7.44,-6.47,0,8.48,-0.59,-4.37,0.57,-0.86,11796.42,-71,63.13,46.85,9.92,-28,417.07,0.39,269.16,47.94,19.34,306.72,1.46,7.39,2.99,13.02,7.48,3.22,113.31,28.03,48.82,0,0.06,1.15,3.21,2.86,3.66,14134.95,11.14,25.51,80,7.49,65.52,34.48,-7.88
우수AMS(주),066590,2013/12,2003/02/12,,5,    자동차 신품 부품 제조업,10.1,-2.82,1.37,19.57,19.3,5.13,10.72,0,8.33,1.25,10.42,3.69,1.97,13060.57,164,73.33,54.46,19.45,-18.93,441.51,2.67,259.54,52.07,18.47,322.45,1.57,8.3,3.14,12.15,8.7,3.19,114.24,30.05,41.98,0,0.06,1.27,3.64,3.13,4.21,20201.21,14.47,38.68,127.16,9.67,50.14,49.86,12.97
우원개발(주),046940,2011/12,2002/06/18,,5,    기반조성 및 시설물 축조관련 전문공사업,10.91,-3.98,-2.57,27.78,29.51,8.29,-10.2,0,7,2.56,7.18,4.13,2.98,8808.08,224,89.66,76.79,0.45,-5.9,143.27,2.27,118.81,51.16,41.11,648.96,1.16,2.72,2.23,16.99,5.38,4.86,75.15,21.49,67.85,0.07,0.06,1.13,21.18,2.42,2.83,46197.36,39.58,773.86,4549.5,35.8,29.61,70.39,7.15
우원개발(주),046940,2012/12,2002/06/18,,5,    기반조성 및 시설물 축조관련 전문공사업,4.82,31.76,-3.4,12.67,-21.85,0.55,34.44,0,5.15,-0.53,-1.71,1.93,-0.77,11841.24,-56,93.87,84.52,0.16,-3.59,154.14,1.17,114.39,54.99,39.35,652.56,1.45,3.61,3.1,22.72,5.41,5.56,65.63,16.07,67.48,0.06,0.04,1.31,25.08,2.73,3.11,52687.32,43.06,669.82,2129.08,30.37,29.46,70.54,-1.75
우원개발(주),046940,2013/12,2002/06/18,,5,    기반조성 및 시설물 축조관련 전문공사업,-5.77,2.05,-14.38,1.27,-23.65,-11.78,10.98,0,3.41,-2.87,-12.28,0.39,-4.65,13141.02,-377,95.51,88.34,2.12,-2.78,173.38,0.02,111.81,59.1,36.58,575.66,1.62,4.26,3.77,32.59,5.09,6.13,59.54,11.2,71.66,0.04,0.03,1.38,24.23,2.84,3.12,60313.48,52.32,751.37,2770.94,31.33,26.96,73.04,-9.17
우진비앤지(주),018620,2011/12,2008/05/20,,5,    의약품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우진비앤지(주),018620,2012/12,2008/05/20,,5,    의약품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우진비앤지(주),018620,2013/12,2008/05/20,,5,    의약품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원풍물산(주),008290,2011/12,1997/07/18,,5,    봉제의복 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원풍물산(주),008290,2012/12,1997/07/18,,5,    봉제의복 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원풍물산(주),008290,2013/12,1997/07/18,,5,    봉제의복 제조업,0,0,0,0,0,0,0,0,62.44,-0.32,0.29,3.65,-0.28,1487.7,2,109.69,33.4,0.01,4.88,151.1,1.43,112.36,55.25,39.82,140.14,0.86,2.16,1.92,2.24,5.98,9.41,38.8,163.18,61.08,0.01,0,0.81,2.84,1.56,5.11,5861.01,10.55,34.9,1709.86,12.27,38.07,61.93,-2.65
웰킵스하이텍(주),043590,2011/12,2001/12/20,,5,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",0,0,0,0,0,0,0,0,11.98,-0.25,-0.72,2.58,-0.32,7995.74,-20,93.5,57.83,10.01,-3.19,125.83,1.77,122.23,45.87,44.28,549.4,1.29,2.91,2.38,7.36,6.52,8.88,41.1,49.57,56.02,0.02,0.2,1.36,2.48,2.81,4.54,24698.09,30.62,58.94,142.16,23.76,70.67,29.33,-1.05
웰킵스하이텍(주),043590,2012/12,2001/12/20,,5,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",0,0,0,0,0,0,0,0,14,4.83,11.29,5.64,5.91,7216.23,354,95.59,66.99,26.47,-1.82,91.15,5.62,115.7,39.47,52.32,617.57,1.22,2.34,2.02,10.35,8.9,13.55,26.94,35.25,41.03,0.02,0.18,1.51,2.11,3.1,4.42,27575.18,35.94,61.93,134.55,29.39,55.57,44.43,16.44
웰킵스하이텍(주),043590,2013/12,2001/12/20,,5,    반도체 제조업,-4.83,-11.94,-12.96,7.64,5.62,0.39,-29.59,0,3.15,-3.25,-5.33,-7.11,-2.86,5081.24,-165,112.99,79.82,29.83,5.13,81.2,-10.67,100.31,44.64,55.19,620.01,0.88,1.64,1.52,7.09,6.83,9.9,36.87,51.47,53.45,0.01,0.25,1.07,1.58,2.1,2.99,19337.71,26.48,49.31,120.78,29.27,78.04,21.96,-11.09
위즈코프(주),038620,2011/12,2000/05/04,,5,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,29.62,-78.07,-28.63,-8.63,-27.68,409.65,-366,6074.54,6045.06,2745.25,81.82,3.44,999999999,17.39,83.19,96.68,223.41,0.35,0.37,2.11,87.82,49.93,44,8.3,4.16,7.31,0.32,0.01,0.42,91.28,0.43,0.43,-7083.93,-22.37,-5760.35,-37125.58,-63.11,0,0,0
위즈코프(주),038620,2012/12,2000/05/04,,5,    연료 소매업,0,0,0,0,0,0,0,0,28.24,3.53,1.18,1.36,1.14,379.01,15,2383.11,2317.33,340.34,28.26,3.72,999999999,73.12,29.5,96.42,226.56,0.32,0.33,0.46,39.62,47.72,51.45,7.09,9.21,7.65,0.1,0.03,1.05,0.54,1.09,1.12,1794.09,5.57,9.41,1768.64,17.27,77.68,22.32,20.46
위즈코프(주),038620,2013/12,2000/05/04,,5,    연료 소매업,17.46,-0.16,21.22,8.48,-5.74,2.13,2.02,0,32.96,-14.89,-5.03,-1.28,-4.51,386.66,-67,2715.64,2650.51,599.97,26.24,19.29,-3.96,86.79,27.24,83.83,231.38,0.3,0.34,0.42,41.61,44.99,50.24,7.26,8.77,8.11,0.1,0.03,1.03,0.56,1.07,1.1,193.98,0.51,1.02,143.83,1.83,706.44,-606.44,-813.43
유니셈(주),036200,2011/12,1999/12/10,,5,    특수 목적용 기계 제조업,6.91,5.48,4.09,8.38,28.86,5.34,-18.2,-50.8,24.76,2.94,4.72,4.19,2.56,7189.94,0,163.75,86.5,9.32,25.93,97.21,2.56,65.85,66.61,50.71,861.86,0.87,1.71,2.57,3.01,3.17,5.92,61.68,121.06,115.18,0.01,3.76,0.8,3,1.31,2.33,13721.03,14.68,50.98,230.34,17.45,59.25,40.75,16.86
유니셈(주),036200,2012/12,1999/12/10,,5,    특수 목적용 기계 제조업,-11.69,3.49,2,-18.55,-8.07,3.24,-2.52,-45.48,24.05,1.62,2.47,4.07,1.41,7008.94,0,182.89,85.51,9.91,27.84,68.55,3.11,65,61.44,59.33,889.79,0.87,1.59,2.43,2.72,3.54,7.57,48.22,134.21,103.19,0.01,0,0.86,2.8,1.36,2.71,15284.65,18.51,54.87,220.85,19.93,73.56,26.44,8.13
유니셈(주),036200,2013/12,1999/12/10,,5,    특수 목적용 기계 제조업,17.46,0.64,2.38,26.93,13.77,5.37,1.29,49.22,25.3,2.43,3.53,3.93,2.1,6788.34,173,176.68,92.36,10.85,28.81,86.14,3.17,62.57,66.39,53.72,894.22,0.87,1.54,2.41,2.69,3.54,7.93,46.04,135.67,103.07,0.01,0,0.87,2.78,1.35,2.71,15197.49,15.67,57.21,251.53,19.57,73.98,26.02,12.42
유니슨(주),018000,2011/12,1996/01/10,,5,"    구조용 금속제품, 탱크 및 증기발생기 제조업",-27.05,-60.55,-56.73,44.18,-50.1,-3.54,5.58,0,3.69,-142.43,-106.95,-5.93,-24.17,2015.54,-3987,126.81,99.21,12.4,12.29,247.01,-1.48,145.3,58.13,28.82,526.1,0.17,0.68,0.29,1.06,4.06,12.22,29.87,344.85,89.98,0,0,0.18,0.32,0.41,0.67,-11681.54,-3.53,-10.51,-105.99,-17.55,0,0,0
유니슨(주),018000,2012/12,1996/01/10,,5,    일반 목적용 기계 제조업,0.46,5.89,1.56,-0.34,8.16,53.63,71.11,0,13.38,-19.99,-20.22,-0.29,-6.86,2586.7,-614,174.15,133.01,18.97,24.55,149.02,-0.13,105.42,57.67,40.16,585.01,0.34,1,0.82,2.61,7.75,42.98,8.49,139.66,47.11,0.01,0,0.35,0.93,0.59,0.77,6248.32,1.88,5.34,61.29,5.49,151.79,-51.79,-364.23
유니슨(주),018000,2013/12,1996/01/10,,5,    일반 목적용 기계 제조업,-12.41,-4.2,-8.52,-15.27,6.78,-53.82,-64.22,0,-27.01,-184.41,-77.01,-8.03,-24.1,893.21,-1795,101.79,71.49,11.16,0.98,372.35,-2.65,208.85,55.78,21.17,270.17,0.13,0.42,0.3,0.87,3.81,15.23,23.97,419.35,95.93,0,0,0.13,0.33,0.23,0.31,-32040.68,-11.01,-27.35,-271.61,-78.63,0,0,0
유비벨록스(주),089850,2011/12,2010/06/18,,5,    소프트웨어 개발 및 공급업,59.64,-0.05,363.06,-20.16,11.44,26.71,20.55,-13.81,33.35,8.93,18.43,16.4,12.05,17544.82,1723,343.46,227.32,18.14,28.07,63.93,18.4,99.02,39.6,61,1950.89,1.35,2.01,2.99,8.64,7.73,20.62,17.7,42.26,47.2,0.01,0,1.91,19.96,2.46,3.44,32297.12,36.62,666.31,3134.58,33.37,61.35,38.65,26.75
유비벨록스(주),089850,2012/12,2010/06/18,,5,    소프트웨어 개발 및 공급업,24.27,183.73,25.32,22.67,-26.12,28.25,-9.88,-25.92,29.78,7.54,10.7,10.09,6.65,14549.57,1241,169.12,134.68,40.39,15.98,58.85,5.92,96.76,39.09,62.95,2301.63,0.88,1.42,1.45,8.49,5.37,14.61,24.98,42.97,67.95,0.01,0,1.54,9.38,2.24,3.05,28779.63,26.26,209.26,621.51,33,64.44,35.56,22.84
유비벨록스(주),089850,2013/12,2010/06/18,,5,    소프트웨어 개발 및 공급업,11.96,5.86,4.76,23.17,-1.88,-0.53,-7.29,0,24.55,-1.42,-1.66,3.73,-0.99,13459.42,-194,119.2,99.86,49.85,6.93,78.79,3.05,101.9,43,55.93,2285.15,0.7,1.17,1.18,9.35,4.74,12.97,28.14,39.02,76.99,0.01,0.89,0.98,5.71,1.69,2.06,26429.29,21.54,192.95,528.52,32.69,83.31,16.69,-4.33
유아이엘(주),049520,2011/12,2001/08/02,,5,    전자부품 제조업,-11.24,-15.76,-18.15,-5.81,-27.16,-3.09,-13.32,0,9.05,-2.05,-2.94,-1.69,-2.26,13143.47,-303,319.48,290.38,124.6,40.82,24.19,-22.1,50.4,59.42,80.52,1799.44,1.11,1.44,2.61,18.32,6.55,10.69,34.13,19.93,55.72,0.02,0.07,1.39,3.55,1.92,2.15,30779.68,24.18,80.2,251.38,20.56,100.01,-0.01,-9.96
유아이엘(주),049520,2012/12,2001/08/02,,5,    전자부품 제조업,4.55,8.31,12.52,-0.89,25.54,3.38,5.18,0,14.37,3.95,5.97,7.32,4.78,13824.59,614,295.46,261.37,100.41,37.26,25.6,85.64,54.85,56.33,79.62,1860.19,1.21,1.51,2.87,20.27,7.73,13.31,27.41,18.01,47.21,0.03,0.07,1.58,3.92,2.09,2.33,37850.64,28.44,93.02,291.34,24.03,70.57,29.43,16.43
유아이엘(주),049520,2013/12,2001/08/02,,5,    전자부품 제조업,40.28,57.77,70.03,17.21,38.36,15,81.81,178.04,12.61,6.04,15.18,13.09,10.81,25134.49,1707,184.05,158.98,52.11,21.49,53.21,73.54,81.1,47.06,65.27,2139.2,1.79,2.51,3.65,27.78,9.9,21.29,17.14,13.14,36.87,0.03,0.06,2.43,5.31,3.52,4.03,62754.86,33.61,95.56,238.25,21.92,58.28,41.72,27.55
유진기업(주),023410,2011/12,1994/10/07,,5,"    시멘트, 석회, 플라스터 및 그 제품 제조업",6.77,3.49,-43.68,95.73,-6.09,-4.86,-9.86,0,8.13,-11.77,-16.72,-1.18,-5.51,11087.95,0,137.01,135.11,3.33,17.92,219.8,-0.36,107.65,66.34,31.27,1540.52,0.47,1.41,0.97,47.69,2.59,4.55,80.23,7.65,140.99,0.01,0.02,0.44,2.63,0.9,0.92,77715.22,4.76,28.48,165.5,10.49,99.1,0.9,-112.19
유진기업(주),023410,2012/12,1994/10/07,,5,"    시멘트, 석회, 플라스터 및 그 제품 제조업",-25.2,12.48,8.07,-42.08,-58.37,3.65,-0.23,0,11.2,-3.93,-5.59,0.87,-2.03,9574.73,-436,99.39,98.4,16.51,-0.31,131.07,0.08,112.37,51.37,43.28,1370.01,0.52,1.42,1.29,69.36,3.22,4.95,73.68,5.26,113.4,0.02,0.01,0.47,2.43,0.86,0.87,162469.09,13.3,50.54,818.33,21.99,52.41,47.59,-17.87
유진기업(주),023410,2013/12,1994/10/07,,5,"    시멘트, 석회, 플라스터 및 그 제품 제조업",1.4,1.45,20.61,-16.79,4.04,10.71,-7.69,0,13.54,13.52,16.56,3.66,7.5,8838.12,1358,103.86,102.56,12.63,1.57,111.63,1.47,122.42,42.16,47.25,1516.76,0.55,1.22,1.04,106.74,3.25,5.14,70.97,3.42,112.18,0.02,0.01,0.6,2.1,1.19,1.2,200480.86,16.19,61.83,1009.44,29.4,30.11,69.89,45.99
이니텍(주),053350,2011/12,2001/11/15,,5,    소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,25.71,6.07,6.5,12.37,4.81,7099.62,362,167.12,164.97,36.27,15.93,74.58,6.84,105.32,39.67,57.28,802.17,0.79,1.38,1.31,154.9,5.78,24.68,14.79,2.36,63.17,0.02,0.01,1.25,3.91,1.99,2.02,45440.55,25.59,126.38,166.35,32.34,40.97,59.03,18.78
이니텍(주),053350,2012/12,2001/11/15,,5,    소프트웨어 개발 및 공급업,27.63,16.34,17.78,42.62,56.23,8.95,25.25,-6.19,21.64,5.15,5.84,10.94,4.49,8892.5,252,143.39,141.37,28.62,13.41,100.82,6.36,111.8,44.33,49.8,873.96,0.87,1.64,1.51,151.44,5.61,27.49,13.28,2.41,65.1,0.02,0.01,1.24,4.52,2.06,2.09,55612.27,24.53,132.94,164.61,31.6,41.28,58.72,16.3
이니텍(주),053350,2013/12,2001/11/15,,5,    소프트웨어 개발 및 공급업,1.65,2.97,-7.74,13.45,13.34,11.73,9.03,166.22,19.45,8.26,14.08,8.15,6.93,9695.23,667,173.78,171.34,41.81,21.01,83.02,4.86,92.47,49.48,54.64,976.49,0.84,1.61,1.58,126.93,5.79,30.59,11.93,2.88,63.06,0.02,0.01,1.1,4.52,1.79,1.81,66600.51,28.9,154.62,187.78,34.71,38.99,61.01,23.79
이디디컴퍼니(주),052650,2011/12,2001/12/18,2013/04/12,4,    통신 및 방송 장비 제조업,11.08,871.9,335.93,1.67,-10.48,4.12,159.44,0,14.94,10.63,4.04,3.66,3.6,793.23,86,668.59,621.09,1.42,75.65,15.89,25.4,12.8,88.95,86.29,426.06,0.34,0.38,4.73,4.8,4.19,22.13,16.49,76,87.11,0.01,0,0.33,17.7,0.36,0.39,1167.28,3.79,115.14,263.69,11.8,52.47,47.53,90.1
이디디컴퍼니(주),052650,2012/12,2001/12/18,2013/04/12,4,    통신 및 방송 장비 제조업,-74.59,518.81,97.13,-95.91,0,-95.56,-48.82,0,-48.42,-501.41,-183,-35.06,-131.5,406,-2089,16.91,16.91,0.6,-70.34,563.41,-373.61,568.42,14.32,15.07,18.91,0.26,0.36,1,5.2,2.96,10.17,35.88,70.14,123.21,0.01,0,0.26,1.39,0.36,0.38,-22812.94,-291.53,-363.65,-4417.29,-450.52,0,0,0
이스트아시아홀딩스인베스트먼트리미티드,900110,2011/12,2010/04/23,,5,    회사 본부 및 경영 컨설팅 서비스업,0,0,0,0,0,0,0,0,28.05,13.72,21.3,21,17.09,8013.33,1099,443.73,421.17,162.92,65.66,24.62,80.7,18.99,84.76,80.24,3211.4,1.25,1.55,8.18,28.9,4.01,12.97,28.14,12.63,91.08,0.01,0.05,1.2,16.33,1.47,1.55,41829.73,28.27,370.63,2892.57,22.7,22.63,77.37,60.46
이스트아시아홀딩스인베스트먼트리미티드,900110,2012/12,2010/04/23,,5,    회사 본부 및 경영 컨설팅 서비스업,23.66,208.57,97.48,10.39,-14.95,7.89,-5.98,-24.63,25.79,11,15.44,15.7,11.52,7533.95,829,450.14,432.5,152.57,58.86,42.84,26.89,34.75,75.67,70.01,3678.98,1.05,1.4,5.17,29.36,3.68,11.66,31.3,12.43,99.26,0.01,0.05,1.07,7.52,1.31,1.37,36603.51,20,391.47,3233.09,21.12,28.17,71.83,52.08
이스트아시아홀딩스인베스트먼트리미티드,900110,2013/12,2010/04/23,,5,    회사 본부 및 경영 컨설팅 서비스업,13.25,23.48,31.37,7.42,24.29,18.08,-12.21,-1.87,26.02,12.3,13.39,11.73,9.59,6613.72,677,273.68,261.28,72.59,45.55,37,31.33,38.66,71.78,72.99,3346.31,0.78,1.09,2.95,25.01,2.95,10.04,36.34,14.6,123.57,0.01,0.06,0.82,3.91,1.06,1.11,37552.47,18.12,455.32,4071.33,24.69,27.14,72.86,49.81
이엠코리아(주),095190,2011/12,2007/10/29,,5,    특수 목적용 기계 제조업,25.12,46.97,37.02,5.62,23.24,2.7,33.45,-57.13,17.68,2.64,5.13,6.26,1.89,5951.16,186,83.08,48.89,7.09,-6.52,151.69,4.18,171.15,32,39.73,736.78,0.71,1.63,1.09,5.39,5.79,16.25,22.46,67.73,63.09,0.01,0,1.02,1.3,2.06,3.34,18770.21,14.77,25.16,126.8,22.98,61.27,38.73,11.49
이엠코리아(주),095190,2012/12,2007/10/29,,5,    특수 목적용 기계 제조업,3.91,5.35,4.1,3.49,-5.39,15.14,7.49,58.89,11.6,4.62,7.48,2.34,3.13,5329.87,259,88.79,55.38,9.73,-4.02,127.13,0.99,154.74,31.87,44.03,706.84,0.68,1.62,1,5.39,6.55,21.43,17.03,67.7,55.76,0.01,0,0.98,1.14,2.12,3.5,25396.22,19.23,32.37,132.59,28.93,56.24,43.76,15.98
이엠코리아(주),095190,2013/12,2007/10/29,,5,    특수 목적용 기계 제조업,7.94,4.87,9.7,4.19,40.55,1.95,4.99,-56.78,12.5,2.51,2.99,2.34,1.69,5595.67,107,72.3,35.61,13.44,-11.79,138.25,1.13,164.96,30.76,41.97,720.6,0.67,1.56,0.98,4.84,10.1,23.29,15.67,75.41,36.15,0.01,0,0.95,1.14,2.15,3.85,26204.42,18.38,33.09,143.23,28.43,67.79,32.21,8.83
이원컴포텍(주),088290,2011/12,2009/12/01,,5,    자동차 신품 부품 제조업,5.21,18.15,16.43,0.15,-7.01,4.57,11.19,2.21,10.86,2.82,5.9,5.06,3.64,2746.92,78,179.59,156.79,90.3,29.07,62.46,999999999,55.88,65.6,61.55,268.85,1.29,2.09,3.93,14.56,15.07,7.4,49.33,25.08,24.22,0,0.04,1.25,4.41,1.92,2.21,5320.32,25.03,83.06,254.33,19.9,72.88,27.12,14.18
이원컴포텍(주),088290,2012/12,2009/12/01,,5,    자동차 신품 부품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이원컴포텍(주),088290,2013/12,2009/12/01,,5,    자동차 신품 부품 제조업,0,0,0,0,0,0,0,0,-2.23,-11.38,-21.9,-10.67,-9.71,1958.9,-269,102.13,74.13,15.22,1,125.46,-59.37,117.63,47.83,44.35,203.69,0.85,1.92,1.64,6.51,23.48,4.3,84.82,56.1,15.54,0,0.04,0.9,2.04,1.78,2.46,2856.2,9.93,27.77,72.5,11.64,185.72,-85.72,-97.81
