회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,[제조]총자본증가율(IFRS연결),[제조]유형자산증가율(IFRS연결),[제조]비유동자산증가율(IFRS연결),[제조]유동자산증가율(IFRS연결),[제조]재고자산증가율(IFRS연결),[제조]자기자본증가율(IFRS연결),[제조]매출액증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본사업이익률(IFRS연결)(원),[제조]총자본순이익률(IFRS연결)(원),[제조]1주당매출액(IFRS연결),[제조]1주당순이익(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]순운전자본비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]비유동비율(IFRS연결),[제조]유동자산구성비율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]자기자본배율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결),[제조]비유동자산회전률(IFRS연결),[제조]재고자산회전률(IFRS연결),[제조]매출채권회전률(IFRS연결),[제조]매입채무회전률(IFRS연결),[제조]매입채무회전기간(IFRS연결),[제조]재고자산회전기간(IFRS연결),[제조]매출채권회전기간(IFRS연결),[제조]1회전기간(IFRS연결),[제조]운전자본회전률(IFRS연결),[제조]순운전자본회전률(IFRS연결),[제조]유형자산회전율(IFRS연결)(백만원),[제조]유동자산회전률(IFRS연결),[제조]당좌자산회전률(IFRS연결),[제조]부가가치(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결)
에이테크솔루션(주),071670,2011/12,2009/04/17,,5,    특수 목적용 기계 제조업,0.1,0.73,1.75,-1.86,-13.04,15,-10.67,-41.39,13.3,5.78,16.3,7.63,6.72,19532.92,1128,92.03,39.17,0.33,-3.87,126.11,8.96,125.04,44.7,44.23,1480.03,1.16,2.81,2.12,4.21,8.22,6.92,52.71,86.69,44.39,0.01,0.18,1.2,2.21,2.58,6.63,45305.56,26.95,51.38,156.79,23.19,50.11,49.89,24.93
에이테크솔루션(주),071670,2012/12,2009/04/17,,5,    특수 목적용 기계 제조업,12.56,4.6,4.41,22.65,18.09,-6.34,2.47,0,5.88,-2.07,-5.79,-2.64,-2.32,20014.47,-415,84.43,37.74,0.24,-8.98,167.9,-2.62,137.42,48.7,37.33,1386.19,1.12,2.76,2.11,4.25,6.82,7.44,49.08,85.82,53.5,0.01,0.27,1.12,2.21,2.39,5.47,29430.81,15.55,32.38,94.5,14.7,71.58,28.42,-14.07
에이테크솔루션(주),071670,2013/12,2009/04/17,,5,    특수 목적용 기계 제조업,-4.27,1.04,1.09,-9.91,-9.47,-1.16,1.84,0,7.32,-0.66,-1.45,-0.24,-0.72,20382.76,0,88.66,39.39,0.45,-5.86,161.93,-0.24,141.88,45.83,38.18,1370.14,1.1,2.92,2.09,4.2,6.4,6.8,53.69,86.94,57.01,0.01,0.26,1.08,2.19,2.33,5.22,38472.44,21.24,41.06,108.97,18.87,71.26,28.74,-3.48
에코바이오홀딩스(주),038870,2011/12,2001/05/29,,5,    연료용 가스 제조 및 배관공급업,-4.34,-58.89,-2.24,-8.89,0,-0.36,3.89,-76.23,29.24,1.27,2.8,2.72,0.38,1892.93,34,118.87,118.87,2.64,4.78,407.38,0.6,354.63,30.1,19.71,1225.64,0.3,1.57,0.43,0,20.21,30.67,11.9,0,18.06,0.16,0,0.46,12.54,0.97,0.97,12624.32,9.18,643.93,697.45,29.92,35.56,64.44,4.25
에코바이오홀딩스(주),038870,2012/12,2001/05/29,,5,    사업시설 유지·관리 서비스업,7.69,-12.89,-6.29,40.14,0,13.83,33.81,395.93,24.23,6.61,13.02,7.37,2.61,2533,171,109.36,109.36,6.93,3.35,380.64,2.39,292.34,39.18,20.81,1395.2,0.4,1.95,0.61,0,29.63,37.27,9.79,0,12.32,0.4,0,0.6,30.79,1.14,1.14,14309.6,9.66,837.88,898.29,25.34,28.97,71.03,26.1
에코바이오홀딩스(주),038870,2013/12,2001/05/29,,5,    사업시설 유지·관리 서비스업,2.47,51.4,-11.62,24.34,0,8.84,-24.02,-27.45,33.28,6.21,8.5,7.02,1.77,1924.57,124,114.66,114.66,2.59,6.08,345.48,2.47,233.7,47.54,22.45,1518.47,0.29,1.32,0.51,0,7.04,16.33,22.36,0,51.82,0.03,0,0.35,19.99,0.66,0.66,14795.77,9.75,644.37,1190.23,34.49,32,68,17.99
에코볼트(주),097780,2011/12,2008/01/23,,5,    통신 및 방송 장비 제조업,45.4,14.43,14.06,57.46,54.14,82.93,101.6,150.28,11.22,7.8,53.74,28.79,26.36,54116.78,2363,178.02,133.51,30.31,34.27,86.81,43.77,40.74,78.19,53.53,2030.23,3.38,6.89,13.95,17.7,10.63,10.09,36.16,20.62,34.35,0.05,0.05,2.76,14.38,4.46,5.97,60813.48,38.87,187.4,441.49,13.62,23.91,76.09,57.24
에코볼트(주),097780,2012/12,2008/01/23,,5,    통신 및 방송 장비 제조업,23.49,92.06,124.92,-4.79,-21.7,27.73,8.71,-23.12,10.28,5.51,28.06,20.88,15.31,29589.17,1642,147.78,117.39,48.21,19.49,80.61,92.65,71.73,60.28,55.37,1304.29,2.78,5.09,8.76,17.8,9.11,9.69,37.66,20.51,40.05,0.04,0.06,2.51,10.03,4.06,5.27,59258.69,30.67,107.46,300.98,12.21,34.75,65.25,45.16
에코볼트(주),097780,2013/12,2008/01/23,,5,    통신 및 방송 장비 제조업,17.34,45.47,40.22,2.27,-8.96,24.62,14.64,3.12,11.95,4.96,22.97,22.82,13.14,32271.79,1610,135.83,110.97,45.45,13.86,70.06,46.46,80.71,52.54,58.8,1544.8,2.65,4.63,6.04,24.32,12.53,12.34,29.58,15.01,29.13,0.07,0.04,2.77,7.12,4.72,5.86,67541.31,29.79,78.26,154.83,12.14,29.48,70.52,40.86
에코플라스틱(주),038110,2011/12,2000/03/23,,5,    자동차 신품 부품 제조업,0,0,0,0,0,0,0,0,4.76,2.02,14.01,2.82,4.5,38113.16,785,82.57,74,10.87,-9.42,211.59,4.41,172.55,44.62,32.09,1097.96,2.23,6.94,4.02,48.07,7.83,5.28,69.08,7.59,46.64,0,0.02,2.26,4.15,4.99,5.57,107603.49,33.11,64.95,150.32,14.86,63.69,36.31,13.58
에코플라스틱(주),038110,2012/12,2000/03/23,,5,    자동차 신품 부품 제조업,0,0,0,0,0,0,0,0,4.41,0.34,3.15,1.45,0.66,43792.29,178,58.86,45.87,0.7,-25.82,280.94,1.26,240.26,36.93,26.25,1109.98,1.93,7.37,3.07,23.74,7.86,5.25,69.52,15.38,46.46,0,0.04,1.94,3.15,5.24,6.72,104899.91,24.39,40.76,95.4,12.61,70.82,29.18,2.72
에코플라스틱(주),038110,2013/12,2000/03/23,,5,    자동차 신품 부품 제조업,9.84,10.54,10.93,7.99,11.04,4.58,16.36,-8.25,5.2,0.22,2.82,1.88,0.48,50957.57,164,67.77,52.4,1.33,-17.26,304.48,1.32,257.63,36.31,24.72,1160.84,2.15,8.43,3.38,26.18,9.16,5.88,62.12,13.94,39.86,0,0.03,2.27,3.48,5.86,7.55,132654.59,28.08,49.55,110.99,13.7,70.15,29.85,1.64
엑스큐어(주),070300,2011/12,2010/06/09,,5,    소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엑스큐어(주),070300,2012/12,2010/06/09,,5,    소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엑스큐어(주),070300,2013/12,2010/06/09,,5,    소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),067570,2013/12,2013/12/03,,5,    자동차 신품 부품 제조업,18.35,2.95,5.42,27.95,12.88,59.23,-1.28,-9.99,12.42,3.52,14.8,8.62,5.48,23530.96,829,120.6,107.21,49.63,10.6,136.51,13.72,89.72,62.06,42.28,996.09,1.56,4.17,3.88,22.1,5.59,4.79,76.16,16.52,65.33,0.18,0.04,1.34,4.75,2.6,2.94,86009.64,25.39,88.34,355.79,17.68,57.77,42.23,19.91
엔시트론(주),101400,2011/12,2009/03/31,,5,    반도체 제조업,30.46,101.42,66.69,6.33,-15.73,42.67,6.47,-10.49,29.36,4.87,11,7.8,6.18,5669.85,372,183.97,138.69,37.52,22.33,71.37,8.62,87.54,48.92,58.35,590.03,1.27,2.26,2.74,8.52,16.06,30.85,11.83,42.85,22.73,0.02,0,1.45,5.29,2.36,3.27,11437.03,26.93,264.41,0,24.01,59.92,40.08,20.27
엔시트론(주),101400,2012/12,2009/03/31,,5,    반도체 제조업,2.34,5.49,10.52,-6.21,22.2,2.19,3.59,-69.73,25.1,1.37,2.8,1.02,1.57,5871.31,85,129.42,87.91,29.25,10.19,71.45,0.49,94.58,44.84,58.33,602.64,1.15,1.97,2.16,8.68,20.68,25.01,14.59,42.03,17.65,0.02,0.23,1.48,3.99,2.45,3.41,10590.79,24.37,87.27,0,21.47,69.35,30.65,6.36
엔시트론(주),101400,2013/12,2009/03/31,,5,    반도체 제조업,-13.75,4.61,-13.3,-14.3,-12.61,-44.5,-18.84,0,15.22,-28.1,-57.06,-20.89,-27.8,4764.44,-1357,85.77,57.72,14.9,-7.39,166.67,-17.06,147.86,44.55,37.5,334.47,0.99,2.03,1.79,6.84,16.51,15.59,23.41,53.37,22.11,0.02,0.13,1.13,3.08,2.21,3.27,974.02,2.6,7.35,108.48,2.43,825.07,-725.07,-1155.33
엔에이치엔케이씨피(주),060250,2011/12,2002/01/08,,5,    기타 정보 서비스업,15.54,52.6,33.97,10.09,74.74,49.83,36.52,39.87,15.17,6.75,37.68,11.93,13.4,9987.58,663,125.79,122.43,74.85,15.07,147.3,130.72,65.49,73.52,40.44,429.16,1.99,5.53,8.01,120.01,29.08,54.36,6.72,3.04,12.55,0.11,0.01,1.43,16.64,2.64,2.7,13497.85,22.01,163.66,1328.43,11.88,38.76,61.24,56.78
엔에이치엔케이씨피(주),060250,2012/12,2002/01/08,,5,    기타 정보 서비스업,14.24,75.35,30.26,8.47,-70.88,20.96,16.88,-38.85,13.61,3.45,17.39,10.03,6.98,11132.44,404,124.69,123.8,75.57,13.82,135.04,102.41,70.97,69.81,42.55,495.05,2.02,4.86,7.1,170.8,34.34,68.39,5.34,2.14,10.63,0.13,0.01,1.57,11.69,2.82,2.87,16916.32,24.14,116.97,1315.41,12.74,41.13,58.87,27.09
엔에이치엔케이씨피(주),060250,2013/12,2002/01/08,,5,    기타 정보 서비스업,17.38,52.17,43.54,6.07,-40.39,23.98,3.31,53.3,16.3,5.16,21.74,12.16,9.3,10966.85,561,120.93,120.44,61.92,10.92,114.82,2025.36,79.31,63.08,46.55,585.3,1.8,4.03,5.32,490.15,31.83,135.25,2.7,0.74,11.47,0.11,0,1.5,7.52,2.72,2.74,23070.77,28.05,104.84,1231.16,16.82,34.96,65.04,30.7
엘비세미콘(주),061970,2011/12,2011/01/31,,5,    반도체 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),061970,2012/12,2011/01/31,,5,    반도체 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),061970,2013/12,2011/01/31,,5,    반도체 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엘에스마린솔루션(주),060370,2011/12,2002/02/15,,5,    전기 및 통신 공사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엘에스마린솔루션(주),060370,2012/12,2002/02/15,,5,    전기 및 통신 공사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엘에스마린솔루션(주),060370,2013/12,2002/02/15,,5,    전기 및 통신 공사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),037950,2011/12,2000/08/24,,5,    전자부품 제조업,-26.46,-42.87,-35.86,-9.24,-1.58,-30.2,13.4,0,0.84,-11.28,-40.83,-6.32,-7.84,10711.43,-1460,57.97,34.01,2.04,-31.62,418.88,-2.26,292.59,43.61,19.27,503.65,0.69,3.1,1.14,4.51,5.09,4.68,77.91,80.9,71.64,0.01,0.2,0.65,1.46,1.79,2.96,9913.72,4.95,13.12,56.48,6.04,192.24,-92.24,-186.72
엘컴텍(주),037950,2012/12,2000/08/24,,5,    전자부품 제조업,-45.71,-19.88,-36.41,-57.74,-45.16,-182.21,-25.54,0,-11.02,-66.51,-2368.53,-22.09,-52.62,4948.24,-3261,27.19,12.61,0.87,-90.92,0,-3.19,0,33.95,0,-243.57,0.79,0,1.32,4.37,5.69,3.87,94.27,83.44,64.16,0.02,0.16,0.6,1.65,1.97,3.58,-47246.68,-43.48,-71.93,-355.65,-38.67,0,0,0
엘컴텍(주),037950,2013/12,2000/08/24,,5,    전자부품 제조업,-23.83,-12.04,-13.31,-44.3,-89.81,0,-60.63,0,-31.96,-3.77,-23.82,-26.03,-1.89,1296.77,-93,72.52,65.4,23.32,-9.41,81.44,-2.3,136.4,24.82,55.12,142.83,0.5,0,0.72,4.41,6.64,3.38,107.94,82.72,54.95,0.03,0.13,0.43,0.78,1.67,2.7,15111.39,18.26,26.29,226.23,31.42,53.19,46.81,-12
엘티씨(주),170920,2013/12,2013/10/08,,5,    기초 화학물질 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엠케이전자(주),033160,2011/12,1997/11/10,,5,    전자부품 제조업,14.05,70.42,49.05,7.13,33.57,4.2,0.09,-8.01,3.74,1.02,8.7,6.19,2.95,39055.28,414,118.57,79.16,17.47,12.28,204.9,2.71,65.76,78.43,32.8,942.05,2.89,8.45,15.07,11.92,6.82,18.82,19.39,30.63,53.5,0.02,0,1.99,22.59,3.58,5.12,31708.53,11.45,77.91,249.07,4.22,38.86,61.14,24.21
엠케이전자(주),033160,2012/12,1997/11/10,,5,    전자부품 제조업,-5.26,-0.88,-6.09,-5.03,-21.15,12.9,-6.11,-4.21,4.49,0.97,7.67,6.7,2.53,32615.88,370,132.99,96.29,18.51,19.5,151.6,2.76,53.79,78.62,39.75,946.03,2.62,7.24,12.19,10.94,6.66,18.73,19.49,33.37,54.82,0.01,0,1.85,16.9,3.33,4.8,38598.61,14.71,93.3,264.41,5.47,40.77,59.23,17.67
엠케이전자(주),033160,2013/12,1997/11/10,,5,    전자부품 제조업,41.28,5.82,248.3,-15.01,-17.16,23.22,-19.55,255.3,4.98,4.63,23.01,3.74,8.31,26239.42,1249,92.45,67.58,16.25,-3.86,189.26,1.78,152.45,47.3,34.57,1165.73,1.79,4.89,4.52,10.92,5.87,21.4,17.06,33.43,62.19,0.01,0,1.56,13.27,2.98,4.09,56755.07,15.31,129.83,317.55,9.99,29.72,70.28,46.32
영풍정밀(주),036560,2011/12,1999/12/28,,5,    일반 목적용 기계 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영풍정밀(주),036560,2012/12,1999/12/28,,5,    일반 목적용 기계 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영풍정밀(주),036560,2013/12,1999/12/28,,5,    일반 목적용 기계 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
예스이십사(주),053280,2011/12,2008/05/07,,5,    무점포 소매업,4.58,8.28,7.77,0.89,-12.58,2.32,6.11,-7.4,20.84,1.24,8.05,5.46,3.68,20656.2,255,87.87,54.16,25.45,-6.18,121.09,241.54,122.22,44.72,45.23,641.77,2.98,6.51,5.46,15.83,31.46,12.61,28.96,23.05,11.6,0.18,0.03,3.08,15.32,6.54,11.14,23680.63,19.41,107.77,2363.63,6.67,69.75,30.25,18.56
예스이십사(주),053280,2012/12,2008/05/07,,5,    무점포 소매업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
예스이십사(주),053280,2013/12,2008/05/07,,5,    무점포 소매업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오로라월드(주),039830,2011/12,2001/01/03,,5,    전문 디자인업,4.2,7.26,7.43,-0.8,18.51,5.1,1.42,44.42,51.97,2.86,4.6,3.73,1.61,8615.3,286,96.98,54.82,17.25,-1.16,151.1,1.93,157.34,37.34,39.82,1239.48,0.56,1.42,0.91,3.69,6.78,20.73,17.61,98.97,53.83,0.01,0,0.74,2.31,1.47,2.45,27051.45,16.1,69.86,3667.34,29.17,74.04,25.96,9.79
오로라월드(주),039830,2012/12,2001/01/03,,5,    전문 디자인업,-1.02,32.84,3.93,-9.33,3.39,3.05,8.95,65.69,49.12,4.89,7.32,4.01,2.96,9386.72,470,89.69,45.23,8.87,-3.93,140.98,2.43,158.56,34.2,41.5,1277.35,0.6,1.49,0.94,3.64,7.22,22.71,16.08,100.2,50.57,0.01,0,0.82,2.09,1.69,3.15,34639.43,20.83,65.13,2206.6,34.29,69.53,30.47,14.27
오로라월드(주),039830,2013/12,2001/01/03,,5,    전문 디자인업,8.79,-0.75,1.23,23.34,18.22,4.81,18.12,26.9,48.73,5.15,8.93,6.09,3.54,11087.67,593,80.66,42.33,10,-9.3,150.7,4.25,153.49,38.78,39.89,1338.74,0.69,1.69,1.08,3.88,7.72,20.09,18.16,94.1,47.28,0.01,0,0.86,2.17,1.88,3.64,40254.86,22.25,73.69,1711.65,33.73,66.93,33.07,15.26
오상자이엘(주),053980,2011/12,2002/04/09,,5,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",1.57,-4.55,-2.69,10,12.91,2.84,0.73,-65.63,22.53,1.57,2.3,6.51,1.02,2735.15,59.02,97.88,74.43,14.38,-0.79,66.01,5.81,105.61,36.38,60.24,510.48,0.65,1.08,1,7.86,3.55,5.26,69.36,46.47,102.87,0.01,0.16,0.9,4.79,1.86,2.44,8726.16,13.7,106.99,884.14,21.21,63.53,36.47,7.38
오상자이엘(주),053980,2012/12,2002/04/09,,5,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",16.64,151.63,30.66,-7.89,-10.69,11.22,15.11,365.14,23.12,8.63,10,7.88,5.92,3148.37,273,124.32,95.44,17.65,5.62,74.11,12.07,124.09,28.73,57.44,567.75,0.69,1.17,1.01,9.01,3.74,5.59,65.34,40.53,97.68,0.01,0.14,1.11,3.21,2.13,2.78,12885.32,17.34,123.86,1932.38,27.21,46.44,53.56,31.7
오상자이엘(주),053980,2013/12,2002/04/09,,5,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",13.89,15.78,11.54,19.73,32.95,28.83,8.14,-7.49,22.05,7.33,7.68,5.78,4.72,3251.5,240,116.65,86.56,24.96,4.31,53.89,9.32,107.41,30.2,64.98,686.88,0.64,1.05,0.91,8.86,4.15,5.71,63.98,41.18,88.02,0.02,0.14,1.19,2.25,2.18,2.9,11830.24,13.98,55.22,580.78,23.11,55.62,44.38,31.71
오성첨단소재(주),052420,2011/12,2001/08/07,,5,    특수 목적용 기계 제조업,26.81,-21.73,10.14,118.85,89.27,103.19,9.1,520.12,15.33,64.44,54.72,1.7,19.61,7916.96,5161,101.19,85.65,56.02,0.31,139.68,0.3,176.24,26.47,41.72,2416.26,0.3,0.81,0.39,8.76,8.57,17.25,21.16,41.68,42.6,0.02,12.63,0.59,0.51,1.41,1.68,234770.8,32.25,104.22,198.44,118.52,9.47,90.53,54.37
오성첨단소재(주),052420,2012/12,2001/08/07,,5,    특수 목적용 기계 제조업,-61.53,-49.72,-62.5,-58.83,-2.14,-88.78,-47.14,0,-22.12,-269.93,-167.32,-6.76,-56.07,3904.94,-10830,50.87,32.3,2.27,-27.36,721.71,-2.23,588.91,28.33,12.17,253.04,0.21,0.62,0.28,3.58,6.58,13.21,27.63,102.08,55.43,0.01,0,0.34,0.41,0.77,0.98,-280983.17,-100.32,-167.59,-263.37,-268.36,0,0,0
오성첨단소재(주),052420,2013/12,2001/08/07,,5,    특수 목적용 기계 제조업,-27.2,-28.59,-19.06,-47.8,-58.31,-301.14,28.5,0,-6.95,-573.49,0,-9.23,-318.88,4901.62,-28388,21.02,14.89,1.93,-76.36,0,-1.04,0,20.32,0,-497.28,0.56,0,0.74,6.56,8.15,17.89,20.4,55.67,44.78,0.01,0,0.57,0.92,2.23,3.38,-710777.86,-348.61,-586.11,-1022.09,-528.27,0,0,0
옴니시스템(주),057540,2011/12,2007/09/19,,5,"    측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",-13.91,0.01,-7.91,-18.97,35.36,-13.92,32.73,0,14.98,-17.03,-29.53,-9.9,-14.47,3514.44,0,118.65,81.65,10.36,8.02,102.44,-4.11,99.13,51.03,49.4,375.14,0.85,1.72,1.8,6.64,7.24,6.9,52.87,54.99,50.44,0.02,0.14,0.91,2.62,1.61,2.13,711.82,1.04,3.06,10.25,1.13,1147.4,-1047.4,-1509.41
옴니시스템(주),057540,2012/12,2007/09/19,,5,"    측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",-20.55,-41.02,-43.27,1.25,-34.97,-5.87,-22.02,0,12.48,-14.52,-21.86,-10.05,-11.59,2162.91,-365,178.07,142.4,40.92,28.51,70.92,-5.93,59.76,65.04,58.51,278.69,0.8,1.49,1.87,5.45,7.82,6.27,58.24,66.93,46.66,0.02,0.14,0.82,2.57,1.39,1.87,-1381.31,-2.53,-9.85,-47.96,-2.81,0,0,0
옴니시스템(주),057540,2013/12,2007/09/19,,5,"    측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",33.02,29.59,93.35,0.59,2.59,68.52,2.58,0,19.19,-10.99,-12.85,0.51,-8.72,1528.04,-168,201.25,160.14,37.7,24.74,35.52,0.2,68.87,49.18,73.79,262.56,0.79,1.18,1.8,7.01,3.78,6.76,53.99,52.09,96.67,0.01,0.25,0.93,3.1,1.42,1.78,-83.4,-0.11,-0.46,-1.61,-0.17,0,0,0
옵티시스(주),109080,2011/12,2011/07/12,,5,    통신 및 방송 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옵티시스(주),109080,2012/12,2011/07/12,,5,    통신 및 방송 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옵티시스(주),109080,2013/12,2011/07/12,,5,    통신 및 방송 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
와이더블유(주),051390,2011/12,2001/11/15,,5,    통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,18.45,5.86,3.98,9.52,3.58,3845.11,246,1382.78,1313.11,146.49,76.36,8.34,999999999,19.16,82.31,92.31,1162.91,0.61,0.66,3.45,14.72,11.09,19.22,18.99,24.79,32.92,0.03,0.15,0.69,4.39,0.74,0.78,4847.67,6.78,99.19,648.3,11.1,98.25,1.75,52.8
와이더블유(주),051390,2012/12,2001/11/15,,5,    통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,9.18,6.26,5.63,6.18,4.52,5497.83,366,626.41,588.93,99.92,54.82,24.58,40.43,43.31,65.23,80.27,1223.94,0.72,0.9,2.07,18.48,14.55,26.45,13.8,19.75,25.08,0.03,0.15,0.95,4.31,1.11,1.18,6263.69,7.24,108.77,335.62,10.03,72.45,27.55,62.42
와이더블유(주),051390,2013/12,2001/11/15,,5,    통신 및 방송 장비 제조업,3.39,-63.55,100.37,-48.3,-40.11,5.43,-58.82,20.37,22.8,18.31,6.59,7.26,5.35,2263.8,440,355.24,330.62,85.06,23.44,22.16,6.34,82.32,32.62,81.86,1290.44,0.29,0.36,0.57,9.52,5.44,12,30.41,38.35,67.09,0.01,0.34,0.5,2.6,0.6,0.64,7452.24,8.33,141.17,460.46,28.99,64.59,35.41,63.15
와이엠씨(주),155650,2012/12,2012/11/15,,5,    전자부품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
와이엠씨(주),155650,2013/12,2012/11/15,,5,    전자부품 제조업,0,0,0,0,0,0,0,0,27.44,10.22,11.88,11.76,9.45,4787.5,493,503.51,363.96,125.88,48.16,25.73,27.7,50.17,60.09,79.53,823.25,0.93,1.16,2.32,5.55,10.34,12.06,30.27,65.72,35.3,0.01,0.26,1.28,2.65,1.54,2.13,13834.19,27.23,86.75,510.17,29.43,45.07,54.93,34.71
와토스코리아(주),079000,2011/12,2005/11/15,,5,    플라스틱제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
와토스코리아(주),079000,2012/12,2005/11/15,,5,    플라스틱제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
와토스코리아(주),079000,2013/12,2005/11/15,,5,    플라스틱제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우경(주),025920,2011/12,1995/08/07,2013/07/10,4,    1차 철강 제조업,53.25,-2.52,14.7,102.24,140.62,-14.5,-16.11,0,10.71,-15.84,-49.7,-1.76,-12.58,19857.4,-3159,88.66,71.46,2.05,-7.43,418.66,-0.26,217.21,58.12,19.28,116.68,0.79,3.14,1.67,8.22,3.38,0,0,44.4,108.14,0.01,0.09,0.68,2.04,1.51,1.85,1642.31,3.28,10.29,162.93,4.99,167.47,-67.47,-317.35
우경(주),025920,2012/12,1995/08/07,2013/07/10,4,    1차 철강 제조업,6.18,4.33,-4.95,14.21,-31.66,-27.62,37.88,0,9.65,-10.01,-54.5,-2.89,-8.79,25178.57,-2567,86.25,76.24,5.77,-9.96,660.91,-0.44,285.25,62.51,13.14,69.78,0.88,5.44,2.22,9.53,3.73,21.2,17.22,38.3,97.8,0.01,0,0.68,2.78,1.45,1.72,2307.25,4.33,13.86,267.84,5.09,111.3,-11.3,-196.81
우리바이오(주),082850,2011/12,2005/07/29,,5,    전자부품 제조업,-44.51,-38.22,-27.72,-53.72,-31.14,2,62.32,-7.11,16.07,2.01,1.84,3.68,1.19,8180.46,0,195.71,143.67,22.72,26.33,83.18,2.25,84.55,53.84,54.59,959.44,0.59,1.49,1.5,4.7,1.9,2.44,149.84,77.64,191.78,0.01,0.24,0.54,1.84,0.97,1.22,66453.07,16.17,47.83,80.87,19.6,35.69,64.31,10.28
우리바이오(주),082850,2012/12,2005/07/29,,5,    전자부품 제조업,7.02,-19.02,-3.96,16.44,-7.56,-3.59,85.31,-214.91,7.27,0.45,-2.13,7.27,0.67,15159.57,-105,150.52,118.75,13.54,19.66,101.09,2.83,83.29,58.58,49.73,924.97,1.48,2.84,3.38,11.1,6.31,11.1,32.87,32.88,57.87,0.02,0.16,1.65,4.94,2.62,3.44,91564.09,20.82,83,126.09,14.57,35.03,64.97,3.12
